"study_id","arm_id","arm_label_in_paper","arm_role","comparison_1_eligible","comparison_2_eligible","comparison_3_eligible","n_patients","age_median_years","pct_male","disease_aml_pct","disease_all_pct","disease_mds_pct","disease_risk_high_pct","donor_haplo_pct","donor_msd_pct","donor_mud_pct","donor_predominant","graft_predominant","conditioning_mac_pct","conditioning_ric_pct","conditioning_predominant","ptcy_used","ptcy_dose_mg_kg_per_dose","ptcy_total_dose_mg_kg","cni_agent","mmf_used","mtx_used","sirolimus_used","atg_used","atg_agent","atg_total_dose_mg_kg","cmv_recipient_pos_pct","systemic_steroid_for_gvhd_exposure_pct","first_author","pub_year"
281,304,"ATG/CSA or TAC/MTX","comparator_arm","Y","N","N",5648,"51.5","52.1","100","0","0","25.7","0","22.6","61.4","MUD","PBSC","59","41","MAC","N","","","mixed","N","Y","N","Y","NR","NR","71.8","20.4","Nagler A",2024
282,308,"yMMUD (young MMUD, donor <35y, 8/10 or 9/10)","comparator_arm","N","N","Y",271,"55.8","56.8","100","0","0","22.3","0","0","0","MMUD","PBSC","53.3","46.7","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","71.3","24.3","Nagler A",2024
280,301,"PTCy","PTCy_arm","Y","Y","N",707,"52.7","56.4","100","0","0","25.2","0","0","66.2","MUD","PBSC","61.7","38.3","MAC","Y","NR","NR","NR","mixed","N","mixed","mixed","NR","NR","74.6","23.9","Nagler A",2024
281,303,"PTCy/CSA or TAC/MMF","PTCy_arm","Y","N","N",402,"48.7","55.7","100","0","0","22.2","0","19.2","45.3","MUD","PBSC","48.5","51.5","RIC","Y","NR","NR","mixed","Y","N","N","N","","","77.8","21.2","Nagler A",2024
282,305,"yHaplo (young haploidentical, donor <35y)","PTCy_arm","N","N","Y",1065,"56.5","59.2","100","0","0","32.2","100","0","0","haplo","PBSC","48.9","51.1","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","77.5","22.6","Nagler A",2024
282,306,"oMMUD (old MMUD, donor >=35y, 8/10 or 9/10)","PTCy_arm","N","N","Y",147,"55.1","58.5","100","0","0","25.7","0","0","0","MMUD","PBSC","49","51","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","73.8","35.7","Nagler A",2024
282,307,"oHaplo (old haploidentical, donor >=35y)","PTCy_arm","N","N","Y",1315,"57.9","55.3","100","0","0","28.1","100","0","0","haplo","PBSC","46.8","53.2","mixed","Y","NR","NR","NR","NR","NR","NR","N","","","79.7","31","Nagler A",2024
442,495,"MRD (HLA-matched related donor, primarily PB; CSA + sMTX)","comparator_arm","Y","N","N",17,"45","NR","29","24","12","29","0","100","0","MSD","PBSC","59","41","MAC","N","","","cyclosporine","N","Y","N","UNCL","NR","","82","47","Nakamae H",2019
442,494,"PT/Cy-haplo (HLA-haploidentical PBSCT + reduced-dose PT/Cy 25 mg/kg x 2 + TAC + MMF)","PTCy_arm","Y","N","N",39,"48","NR","51","23","3","49","100","0","0","haplo","PBSC","3","97","RIC","Y","25","50","tacrolimus","Y","N","N","N","","","92","62","Nakamae H",2019
289,312,"MUD-BMT","comparator_arm","Y","N","N",465,"60","67.7","0","0","100","61.1","0","0","100","MUD","BM","44.9","54.8","RIC","N","","","tacrolimus","Y","Y","N","mixed","NR","NR","NR","32.5","Nakaya Y",2024
289,313,"MUD-PBSCT","comparator_arm","Y","N","N",96,"60","68.8","0","0","100","60.4","0","0","100","MUD","PBSC","53.1","46.9","MAC","N","","","tacrolimus","Y","Y","N","mixed","NR","NR","NR","30.3","Nakaya Y",2024
289,311,"Haplo-PBSCT (PTCy)","PTCy_arm","Y","N","N",136,"60","80.1","0","0","100","71.3","100","0","0","haplo","PBSC","36.8","63.2","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","19.9","Nakaya Y",2024
292,317,"Historical controls","comparator_arm","N","N","N",140,"67","62","NR","4","NR","56","8","30","62","MUD","PBSC","NR","NR","mixed","mixed","NR","NR","tacrolimus","NR","mixed","NR","NR","NR","NR","NR","NR","Ngo-Huang",2023
292,316,"ER-SCT cohort","PTCy_arm","N","N","N",64,"68","59","NR","5","NR","39","14","23","62","MUD","PBSC","NR","NR","mixed","mixed","NR","NR","tacrolimus","NR","mixed","NR","NR","NR","NR","NR","NR","Ngo-Huang",2023
293,318,"All allo-HCT recipients (whole cohort, 2015-2021)","PTCy_arm","N","N","N",421,"56","66","NR","8","NR","NR","22","24","47","mixed","PBSC","25","75","RIC","mixed","NR","NR","NR","NR","NR","NR","NR","NR","NR","62","43.5","Nguyen A",2024
296,320,"uCBT","comparator_arm","Y","N","N",688,"55","60.6","0","0","0","NR","0","0","0","UCB","UCB","36.9","63.1","RIC","N","","","NR","mixed","mixed","N","N","","","NR","36.1","Nishikubo M",2024
296,319,"PTCY-haplo","PTCy_arm","Y","N","N",169,"56","61.5","0","0","0","NR","100","0","0","haplo","PBSC","20.7","79.3","RIC","Y","NR","NR","NR","Y","N","N","N","","","NR","29.6","Nishikubo M",2024
297,322,"ATG-based GVHD prophylaxis","comparator_arm","Y","N","N",84,"NR","NR","NR","NR","NR","NR","NR","NR","NR","mixed","PBSC","NR","NR","MAC","N","","","NR","NR","NR","Y","Y","NR","NR","NR","NR","Noviello M",2023
297,321,"PT-Cy-based GVHD prophylaxis","PTCy_arm","Y","N","N",101,"NR","NR","NR","NR","NR","NR","NR","NR","NR","mixed","PBSC","NR","NR","MAC","Y","NR","NR","NR","NR","NR","Y","N","","","NR","28","Noviello M",2023
299,324,"ATG group","comparator_arm","N","Y","N",40,"51","NR","NR","NR","NR","10","0","0","0","MMUD","PBSC","30","70","RIC","N","","","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","5","NR","35","Nykolyszyn C",2020
299,323,"PT-Cy group","PTCy_arm","N","Y","N",22,"49","NR","NR","NR","NR","23","0","0","0","MMUD","PBSC","32","68","RIC","Y","50","100","cyclosporine","Y","N","N","N","","","NR","14","Nykolyszyn C",2020
300,325,"non-PTCy UD","comparator_arm","Y","N","N",1094,"48","62.2","0","0","0","NR","0","0","61","MUD","PBSC","61.9","38.1","MAC","N","","","mixed","Y","Y","Y","mixed","NR","NR","NR","NR","Orti G",2023
300,326,"PTCy UD","PTCy_arm","Y","N","N",113,"43.5","64.6","0","0","0","NR","0","0","54","MUD","PBSC","52.3","47.7","MAC","Y","NR","NR","mixed","Y","Y","Y","mixed","NR","NR","NR","NR","Orti G",2023
300,327,"PTCy MMRD","PTCy_arm","Y","N","N",134,"45.7","61.2","0","0","0","NR","100","0","0","haplo","PBSC","66.2","33.8","MAC","Y","NR","NR","mixed","Y","N","Y","mixed","NR","NR","NR","NR","Orti G",2023
301,329,"FTBI/ETOP package (matched donor with Tac/Sirolimus)","comparator_arm","Y","N","N",205,"37","62","0","100","0","75.6","0","NR","93.7","MUD","PBSC","100","0","MAC","N","","","tacrolimus","N","N","Y","N","","","85.9","59","Otoukesh S",2024
301,328,"FTBI/FLU package (HLA-mismatched related/unrelated donor with PTCy)","PTCy_arm","Y","N","N",64,"33","51.6","0","100","0","75","73.4","0","6.3","haplo","PBSC","100","0","MAC","Y","50","100","tacrolimus","Y","N","N","N","","","81.3","45","Otoukesh S",2024
302,331,"UD (unrelated donor with ATG)","comparator_arm","Y","N","N",128,"49","NR","32","18","9","15","0","0","76.6","MUD","PBSC","38","62","RIC","N","","","cyclosporine","mixed","N","N","Y","rabbit_thymoglobulin","5","NR","45","Pagliardini",2019
302,330,"HRD (haploidentical with PT-Cy)","PTCy_arm","Y","N","N",81,"50","NR","22","3","7","21","100","0","0","haplo","PBSC","17","17","NMA","Y","50","100","cyclosporine","Y","N","N","N","","","NR","19","Pagliardini",2019
8,18,"SibCNI","comparator_arm","Y","N","N",1605,"57","58","NR","NR","32","NR","0","100","0","MSD","PBSC","58","NR","MAC","N","","","mixed","mixed","mixed","NR","N","","","67","NR","Papanicolaou GA",2024
8,16,"HaploCy","PTCy_arm","N","N","N",757,"58","61","NR","NR","27","NR","100","0","0","haplo","PBSC","41","NR","RIC","Y","NR","NR","NR","NR","NR","NR","N","","","72","NR","Papanicolaou GA",2024
8,17,"SibCy","PTCy_arm","Y","N","N",403,"46","60","NR","NR","18","NR","0","100","0","MSD","PBSC","55","NR","MAC","Y","NR","NR","NR","NR","NR","NR","N","","","68","NR","Papanicolaou GA",2024
304,333,"Other GVHD prophylaxis","comparator_arm","Y","N","N",71,"65","63","NR","NR","18","NR","0","44","56","MUD","PBSC","7","93","RIC","N","","","cyclosporine","mixed","mixed","N","mixed","NR","NR","NR","28","Pasic I",2020
304,332,"ATG-PTCY","PTCy_arm","Y","N","N",62,"66","63","NR","NR","39","NR","19","10","71","MUD","PBSC","5","95","RIC","Y","50","100","cyclosporine","N","N","N","Y","NR","4.5","NR","11","Pasic I",2020
305,335,"ATG group","comparator_arm","Y","N","N",121,"53","61","0","0","0","NR","0","0","0","MMUD","PBSC","0","100","RIC","N","","","cyclosporine","Y","Y","N","Y","NR","NR","79","26","Paviglianiti A",2024
305,334,"PTCY group","PTCy_arm","Y","N","N",64,"52","69","0","0","0","NR","0","0","0","MMUD","PBSC","0","100","RIC","Y","NR","NR","cyclosporine","Y","N","N","N","","","80","41","Paviglianiti A",2024
307,337,"rATG","comparator_arm","N","Y","N",7725,"58.6","57.3","48.3","10.2","15.3","28.2","0","0","100","MUD","PBSC","52","48","mixed","N","","","mixed","Y","Y","Y","Y","rabbit_thymoglobulin","NR","NR","26.5","Penack O",2024
307,336,"PTCy","PTCy_arm","N","Y","N",1039,"53","58.9","39.7","15.1","15.2","25.6","0","0","100","MUD","PBSC","62.3","37.7","MAC","Y","NR","NR","mixed","Y","N","Y","N","","","NR","24.1","Penack O",2024
308,339,"ATG based","comparator_arm","Y","N","N",4140,"54.3","58.6","54.5","10","13.8","26.5","0","100","0","MSD","PBSC","54.5","45.5","MAC","N","","","mixed","Y","Y","Y","Y","mixed","NR","NR","19.5","Penack O",2025
308,338,"PTCy based","PTCy_arm","Y","N","N",1069,"51.3","58.7","42.8","17.3","11.2","26","0","100","0","MSD","PBSC","55.4","44.6","MAC","Y","NR","NR","mixed","Y","N","Y","N","","","NR","21.4","Penack O",2025
311,341,"CNI (calcineurin inhibitor-based without ATG)","comparator_arm","Y","N","N",1203,"47","56","47","25","29","NR","1","27","31","mixed","mixed","70","23","MAC","N","","","mixed","mixed","mixed","NR","N","","","61","48.5","Perales MA",2025
311,342,"CNI+ATG (calcineurin inhibitor + ATG)","comparator_arm","Y","N","N",375,"53","57","41","15","44","NR","1","11","57","MUD","PBSC","60","33","MAC","N","","","mixed","mixed","mixed","NR","Y","NR","NR","58","38.7","Perales MA",2025
311,340,"PTCy","PTCy_arm","Y","N","N",304,"56","58","52","21","27","NR","75","7","13","haplo","PBSC","44","16","MAC","Y","NR","NR","NR","mixed","N","NR","N","","","67","34.2","Perales MA",2025
312,343,"Whole cohort (peri-engraftment CARV-positive allo-HCT recipients)","PTCy_arm","N","N","N",112,"51","51","NR","NR","10","NR","29","30","21","mixed","PBSC","45","55","RIC","mixed","NR","NR","tacrolimus","NR","N","Y","mixed","NR","NR","NR","NR","Pinana JL",2025
410,457,"АТГ group (ATG, historical control)","comparator_arm","Y","N","N",160,"33","41.8","57.5","28.7","8.8","17.5","0","0","15.6","MMUD","PBSC","24.3","75.7","RIC","N","","","other","Y","Y","N","Y","NR","60","NR","40.4","Pirogova OV",2016
410,456,"ПТЦ group (PTCy)","PTCy_arm","Y","N","N",110,"34","58.1","51.8","32.7","4.6","20","0","0","28.1","MMUD","PBSC","19","81","RIC","Y","50","100","tacrolimus","Y","N","N","N","","","NR","18.2","Pirogova OV",2016
318,345,"HLA-matched sibling donor (MSD)","comparator_arm","Y","N","N",1414,"57.9","61.5","0","0","100","70","0","100","0","MSD","PBSC","41.7","58.3","RIC","mixed","NR","NR","NR","NR","NR","NR","mixed","NR","NR","69.6","21","Raj K",2022
318,344,"Haploidentical donor (HD) with PTCy","PTCy_arm","Y","N","N",415,"60.9","64.8","0","0","100","79","100","0","0","haplo","PBSC","48.2","51.8","RIC","Y","NR","NR","NR","NR","NR","NR","N","","","76.3","24","Raj K",2022
320,347,"CyTBI","comparator_arm","Y","N","N",59,"37","44","61","29","10","32","0","46","41","MSD","PBSC","100","0","MAC","N","","","tacrolimus","N","Y","N","mixed","rabbit_thymoglobulin","6","NR","37","Redondo S",2023
320,346,"FluTBI-PTCy","PTCy_arm","Y","N","N",28,"45","50","43","53.5","3.5","43","0","36","46","MUD","PBSC","100","0","MAC","Y","50","100","tacrolimus","N","N","N","N","","","NR","14","Redondo S",2023
321,349,"Cohort-1 (CNI + MTX or MMF)","comparator_arm","Y","N","N",58,"41","52","52","24","NR","31","0","59","34","MSD","PBSC","79","21","MAC","N","","","mixed","mixed","mixed","N","mixed","rabbit_thymoglobulin","6","NR","69","Redondo S",2024
321,350,"Cohort-2 (TAC-SIRO)","comparator_arm","N","N","N",87,"61","60","57","6","NR","53","0","40","55","MUD","PBSC","0","100","RIC","N","","","tacrolimus","N","N","Y","mixed","rabbit_thymoglobulin","6","NR","41.4","Redondo S",2024
321,348,"Cohort-3 (PTCy-Tacrolimus)","PTCy_arm","Y","N","N",81,"55","53","38","20","NR","58","0","28","44","MUD","PBSC","35","65","RIC","Y","50","100","tacrolimus","N","N","N","N","","","NR","27.2","Redondo S",2024
446,496,"Standard-dose PTCy (50 mg/kg x 2, total 100 mg/kg) + tacrolimus","PTCy_arm","N","N","Y",59,"54","52.5","NR","NR","NR","57.6","0","61","39","MSD","PBSC","39","61","RIC","Y","50","100","tacrolimus","N","N","N","N","","","NR","25.1","Redondo S",2025
446,497,"Reduced-dose PTCy (30 mg/kg x 2, total 60 mg/kg) + tacrolimus","PTCy_arm","N","N","Y",48,"59","54.2","NR","NR","NR","37.5","0","35.4","64.6","MUD","PBSC","31.3","68.8","RIC","Y","30","60","tacrolimus","N","N","N","N","","","NR","28.3","Redondo S",2025
323,352,"MUD/ATG","comparator_arm","Y","N","N",69,"35.5","61","0","100","0","100","0","0","100","MUD","PBSC","81","19","MAC","N","","","mixed","Y","Y","Y","Y","NR","NR","59","26.8","Ru Y",2025
323,351,"Haplo/PTCY","PTCy_arm","Y","N","N",47,"35.1","62","0","100","0","100","100","0","0","haplo","PBSC","83","17","MAC","Y","NR","NR","mixed","Y","N","Y","mixed","NR","NR","74","34.4","Ru Y",2025
324,354,"ATG group","comparator_arm","N","Y","N",115,"46","NR","100","0","0","NR","100","0","0","haplo","PBSC","53.91","46.09","MAC","N","","","mixed","Y","Y","Y","Y","mixed","NR","NR","21","Ruggeri A",2017
324,353,"PTCY group","PTCy_arm","N","Y","N",193,"49","NR","100","0","0","NR","100","0","0","haplo","BM","56.99","43.01","MAC","Y","50","100","mixed","Y","N","N","N","","","NR","31","Ruggeri A",2017
447,498,"PT-Cy alone (group 1)","PTCy_arm","N","N","Y",78,"37.1","NR","72","28","0","NR","0","81","19","MSD","BM","44","56","RIC","Y","NR","NR","","N","N","N","N","","","77","NR","Ruggeri A",2018
447,499,"PT-Cy + 1 IS drug (group 2)","PTCy_arm","N","N","Y",204,"51.3","NR","84","16","0","NR","0","56","44","MSD","PBSC","49","51","mixed","Y","NR","NR","cyclosporine","mixed","mixed","N","Y","mixed","NR","66","NR","Ruggeri A",2018
447,500,"PT-Cy + 2 IS drugs (group 3)","PTCy_arm","N","N","Y",141,"43.9","NR","73","27","0","NR","0","45","54","MUD","PBSC","74","26","MAC","Y","NR","NR","cyclosporine","mixed","mixed","N","Y","mixed","NR","68","NR","Ruggeri A",2018
325,356,"dUCBT","comparator_arm","Y","N","N",165,"53","55.8","100","0","0","25","0","0","0","UCB","UCB","23","77","RIC","N","","","NR","NR","NR","NR","N","","","65","44.4","Ruggeri A",2022
325,355,"Haplo-PTCY","PTCy_arm","Y","N","N",544,"53","54.2","100","0","0","20","100","0","0","haplo","PBSC","60","40","MAC","Y","NR","NR","NR","Y","N","N","N","","","77","34.9","Ruggeri A",2022
326,358,"MUD","comparator_arm","Y","N","N",420,"7.7","53.1","100","0","0","42.1","0","0","100","MUD","BM","100","0","MAC","N","","","cyclosporine","N","Y","N","Y","NR","NR","NR","28.7","Ruggeri A",2024
326,357,"Haplo PT-CY","PTCy_arm","Y","N","N",96,"9.8","53.1","100","0","0","30.7","100","0","0","haplo","BM","100","0","MAC","Y","NR","NR","cyclosporine","Y","N","N","N","","","NR","36.7","Ruggeri A",2024
327,359,"Overall cohort (409 allo-HCT recipients; PTCy used in 13%)","PTCy_arm","N","N","N",409,"47","60","34","13","26","NR","10","32","46","mixed","PBSC","28","NR","RIC","mixed","50","100","cyclosporine","mixed","mixed","NR","mixed","NR","NR","69","51","Saade A",2022
328,361,"Non-PTCy GVHD prophylaxis (CNI+MMF + CNI+MTX + Sirolimus-based + Other; combined PET+LET)","comparator_arm","Y","N","N",2258,"NR","NR","NR","NR","NR","NR","NR","NR","NR","mixed","mixed","NR","NR","mixed","N","","","NR","mixed","mixed","mixed","mixed","NR","NR","100","NR","Sadowska-Klasa A",2024
328,360,"PT-Cy (combined PET+LET eras)","PTCy_arm","Y","N","N",211,"NR","NR","NR","NR","NR","NR","NR","NR","NR","mixed","mixed","NR","NR","mixed","Y","NR","NR","NR","NR","NR","NR","mixed","NR","NR","100","NR","Sadowska-Klasa A",2024
332,363,"No PT-Cy","comparator_arm","Y","N","N",17,"NR","NR","0","0","0","NR","100","0","0","haplo","NR","NR","NR","NR","N","","","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sahebi",2019
332,362,"PT-Cy","PTCy_arm","Y","N","N",73,"NR","NR","0","0","0","NR","100","0","0","haplo","NR","NR","NR","NR","Y","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","Sahebi",2019
9,20,"Other GVHD prophylaxis (CNI-based, non-PTCy)","comparator_arm","Y","N","N",130,"54","50.8","40","10.8","20.8","NR","0","56.1","38.5","MSD","PBSC","45.4","54.6","RIC","N","","","mixed","mixed","mixed","mixed","N","","","NR","NR","Salas",2022
9,19,"PTCY-based prophylaxis","PTCy_arm","Y","N","N",200,"52","57.5","41","14.5","19","NR","20.5","6.5","36.5","mixed","PBSC","43.5","56.5","RIC","Y","50","100","tacrolimus","mixed","N","N","N","","","NR","NR","Salas",2022
336,369,"Other (conventional) GVHD prophylaxis","comparator_arm","Y","N","N",338,"58","70.4","0","0","100","35.1","0","100","0","MSD","PBSC","38.2","61.8","RIC","N","","","NR","mixed","mixed","NR","Y","NR","NR","NR","25","Salas",2024
338,374,"No-PTCy Group","comparator_arm","Y","N","N",177,"53","54.2","39","14.1","17.5","33.1","0","59.9","40.1","MSD","PBSC","45.8","54.2","RIC","N","","","mixed","mixed","mixed","N","N","","","NR","NR","Salas",2024
336,368,"PTCy-based","PTCy_arm","Y","N","N",66,"54","56.1","0","0","100","33.9","0","100","0","MSD","PBSC","52.3","47.7","MAC","Y","50","100","NR","Y","NR","NR","Y","NR","NR","NR","32","Salas",2024
338,373,"PTCy/Tac Group","PTCy_arm","Y","N","N",95,"54","58.9","36.8","20","18.9","28.3","0","17.9","82.1","MUD","PBSC","46.3","53.7","RIC","Y","50","100","tacrolimus","N","N","N","N","","","NR","NR","Salas",2024
335,367,"Other GVHD Prophylaxis","comparator_arm","Y","N","N",73,"59","45.2","37","4.1","31.5","35.6","0","56","40","MSD","PBSC","28.8","71.2","RIC","N","","","mixed","mixed","mixed","mixed","N","","","NR","26","Salas MQ",2022
334,364,"Period 1 (2017-2018)","PTCy_arm","N","N","N",322,"58","59","52.1","6.5","15.5","27","19.3","24.5","46.3","MUD","PBSC","1.2","98.7","RIC","mixed","50","100","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","4.5","NR","19.9","Salas MQ",2022
334,365,"Period 2 (2019-2020)","PTCy_arm","N","N","N",329,"58","52.8","53.1","10.9","13.3","14.7","17.6","23.4","49.2","MUD","PBSC","38.1","61.6","RIC","mixed","50","100","cyclosporine","Y","Y","N","Y","rabbit_thymoglobulin","2","NR","25","Salas MQ",2022
335,366,"PTCY-TK","PTCy_arm","Y","N","N",88,"60","63.6","35.2","12.5","31.8","31.8","0","6.6","51.1","MUD","PBSC","29.5","70.5","RIC","Y","50","100","tacrolimus","N","N","N","N","","","NR","18.2","Salas MQ",2022
337,370,"ATG-Based without PTCy","comparator_arm","Y","N","N",84,"54","58.3","51.8","4.8","4.8","25.5","0","0","100","MUD","PBSC","46.4","53.6","RIC","N","","","cyclosporine","Y","N","N","Y","rabbit_thymoglobulin","4.5","NR","35.7","Salas MQ",2024
337,371,"ATG(4.5)/PTCy","PTCy_arm","Y","N","N",127,"58","60.6","53.8","6.4","13.7","24.4","0","0","100","MUD","PBSC","10.2","89.8","RIC","Y","50","100","cyclosporine","N","N","N","Y","rabbit_thymoglobulin","4.5","NR","23.3","Salas MQ",2024
337,372,"ATG(2)/PTCy","PTCy_arm","Y","N","N",233,"61","56.2","52.8","6.3","19.7","15.9","0","0","100","MUD","PBSC","27.5","72.5","RIC","Y","50","100","cyclosporine","N","N","N","Y","rabbit_thymoglobulin","2","NR","16.5","Salas MQ",2024
340,376,"MUD/conventional (+/- ATG)","comparator_arm","Y","N","N",2586,"NR","NR","NR","NR","NR","NR","0","0","100","MUD","mixed","NR","NR","mixed","N","","","NR","mixed","mixed","N","mixed","NR","NR","NR","44.7","Saliba RM",2022
340,375,"Haplo/PTCy","PTCy_arm","Y","N","N",758,"NR","NR","NR","NR","NR","NR","100","0","0","haplo","mixed","NR","NR","mixed","Y","NR","NR","NR","Y","N","N","N","","","NR","35","Saliba RM",2022
341,377,"Flu-Cy-TBI RIC","PTCy_arm","N","N","N",15,"NR","52","75","0","25","NR","73.3","13.3","20","haplo","PBSC","0","100","RIC","mixed","50","100","mixed","mixed","mixed","N","mixed","NR","NR","NR","26.6","Salinas J",2024
341,378,"Flu-Mel RIC","PTCy_arm","N","N","N",30,"NR","55","80","0","20","NR","63.3","16.7","20","haplo","PBSC","0","100","RIC","mixed","50","100","mixed","mixed","mixed","N","mixed","NR","NR","NR","23.3","Salinas J",2024
341,379,"Flu-Bu2 RIC","PTCy_arm","N","N","N",7,"NR","52","80","0","20","NR","42.9","42.9","14.3","mixed","PBSC","0","100","RIC","mixed","50","100","mixed","mixed","mixed","N","mixed","NR","NR","NR","0","Salinas J",2024
343,381,"ATG-based","comparator_arm","Y","N","N",90,"NR","NR","0","100","0","NR","100","0","0","haplo","mixed","NR","NR","mixed","N","","","NR","Y","NR","NR","Y","mixed","mixed (Thymoglobulin median 10 mg/kg n=27; Fresenius/Grafalon median 30 mg/kg n=44; 24 unknown type)","NR","NR","Santoro",2017
343,380,"PT-Cy","PTCy_arm","Y","N","N",118,"NR","NR","0","100","0","NR","100","0","0","haplo","mixed","NR","NR","mixed","Y","NR","NR","NR","Y","NR","NR","N","","","NR","30.6","Santoro",2017
344,383,"MUD 10/10","comparator_arm","Y","N","N",2589,"64.8","57","100","0","0","16","0","0","100","MUD","PBSC","23","77","RIC","N","","","mixed","Y","Y","Y","Y","NR","NR","NR","33.1","Santoro",2018
344,382,"Haplo","PTCy_arm","Y","N","N",250,"65","62","100","0","0","18","100","0","0","haplo","BM","27","73","RIC","Y","NR","NR","mixed","Y","N","Y","Y","NR","NR","NR","30.5","Santoro",2018
345,384,"MAC haplo-SCT","PTCy_arm","N","N","N",373,"55.2","NR","100","0","0","15.3","100","0","0","haplo","BM","100","0","MAC","mixed","NR","NR","NR","NR","NR","NR","mixed","NR","NR","NR","24.8","Santoro N",2019
345,385,"RIC haplo-SCT","PTCy_arm","N","N","N",539,"61.3","NR","100","0","0","19.5","100","0","0","haplo","PBSC","0","100","RIC","mixed","NR","NR","NR","NR","NR","NR","mixed","NR","NR","NR","32.4","Santoro N",2019
346,386,"All allo-HCT 2015-2021 (entire cohort; PTCy-based prophylaxis in 72.4%)","PTCy_arm","N","N","N",960,"58","55.9","NR","NR","NR","18","16","27","46","MUD","PBSC","26.5","73.5","RIC","mixed","50","100","cyclosporine","mixed","mixed","N","mixed","rabbit_thymoglobulin","2-4.5 (mixed)","NR","23.8","Santos Carreira",2023
450,501,"MSD (matched sibling donor) + PTCy","PTCy_arm","N","N","Y",215,"48","54","100","0","0","22","0","100","0","MSD","PBSC","58","42","MAC","Y","NR","NR","NR","mixed","NR","NR","mixed","NR","NR","77","17","Sanz J",2020
450,502,"MUD (matched unrelated donor) + PTCy","PTCy_arm","N","N","Y",235,"47","56","100","0","0","34","0","0","100","MUD","PBSC","50","50","mixed","Y","NR","NR","NR","mixed","NR","NR","mixed","NR","NR","73","28","Sanz J",2020
450,503,"Haplo (haploidentical donor) + PTCy","PTCy_arm","N","N","Y",789,"54","56","100","0","0","29","100","0","0","haplo","PBSC","62","38","MAC","Y","NR","NR","NR","mixed","NR","NR","mixed","NR","NR","79","26","Sanz J",2020
348,388,"Control (MRD, MTX+CNI)","comparator_arm","N","N","N",45,"NR","62.2","53.4","31.1","11.1","80","0","100","0","MSD","PBSC","100","0","MAC","N","","","cyclosporine","N","Y","N","N","","","97.8","NR","Sayin S",2024
348,387,"PTCy (9/10 MMUD)","PTCy_arm","N","N","N",45,"NR","61.9","53.4","22.2","13.3","75.6","0","0","0","MMUD","PBSC","100","0","MAC","Y","50","100","tacrolimus","N","Y","N","N","","","100","NR","Sayin S",2024
352,390,"MSD","comparator_arm","Y","N","N",338,"NR","NR","56.2","43.8","0","NR","0","100","0","MSD","BM","86.7","9.5","MAC","N","","","NR","NR","NR","NR","mixed","NR","NR","NR","NR","Seber A",2025
352,391,"MUD (8/8 ATG-based)","comparator_arm","N","Y","N",141,"NR","NR","42.6","57.4","0","NR","0","0","100","MUD","BM","90.8","8.5","MAC","N","","","NR","NR","NR","NR","Y","NR","NR","NR","NR","Seber A",2025
352,389,"Haplo (PTCy)","PTCy_arm","Y","Y","N",116,"NR","NR","50","50","0","NR","100","0","0","haplo","BM","64.7","24.1","MAC","Y","NR","NR","NR","NR","NR","NR","N","","","NR","NR","Seber A",2025
353,393,"ATG Cohort","comparator_arm","N","Y","N",16,"45","31","75","25","NR","NR","100","NR","0","haplo","PBSC","94","6","MAC","N","","","mixed","N","Y","N","Y","NR","8.75","81","NR","Serio B",2024
353,392,"PTCY Cohort","PTCy_arm","N","Y","N",24,"51","46","63","21","NR","NR","92","NR","8","haplo","BM","71","29","MAC","Y","50","100","cyclosporine","Y","N","N","N","","","79","NR","Serio B",2024
10,21,"PTCy URD 8/8 (MUD with PTCy)","comparator_arm","N","N","Y",1681,"62","59.9","54.1","14.9","31.1","26.7","0","0","100","MUD","PBSC","39.7","42.1","mixed","Y","NR","NR","mixed","Y","N","mixed","N","","","62.9","NR","Shaffer BC",2024
10,22,"PTCy URD 7/8 (MMUD with PTCy)","PTCy_arm","N","N","Y",613,"57.9","45.4","53.8","20.9","25.3","25.4","0","0","0","MMUD","PBSC","39.8","43.4","mixed","Y","NR","NR","mixed","Y","N","mixed","mixed","NR","NR","64.4","NR","Shaffer BC",2024
357,395,"MTX/CSA","comparator_arm","Y","N","N",90,"29","56.7","100","0","0","6.7","0","NR","NR","mixed","PBSC","100","0","MAC","N","","","cyclosporine","N","Y","N","N","","","92.2","NR","Sharaf El-Deen MO",2024
357,394,"PT-CY/CSA","PTCy_arm","Y","N","N",89,"34","66.3","100","0","0","2.2","0","NR","NR","mixed","PBSC","100","0","MAC","Y","50","100","cyclosporine","N","N","N","N","","","87.6","NR","Sharaf El-Deen MO",2024
358,396,"ATG group (JSCT-ATG15)","comparator_arm","N","Y","N",67,"46","53.7","55.2","29.9","11.9","7.5","0","NR","NR","MSD","PBSC","100","0","MAC","N","","","mixed","N","Y","N","Y","rabbit_thymoglobulin","2","NR","NR","Shiratori S",2025
