study_id,cohort_id,first_author,pub_year,journal,doi,pmid,paperpile_filename,title,country,region,study_design,single_or_multicenter,n_centers,enrollment_start_year,enrollment_end_year,era_category,follow_up_median_months,follow_up_min_months,follow_up_max_months,primary_for_cohort,cohort_overlap_status,overlap_with_study_ids,language,full_text_obtainable,author_contact_attempted,author_response_received,extractor_initials,verifier_initials,extraction_date,verification_date,extraction_notes
361,1001,Singh,2022,Transplantation and Cellular Therapy,10.1016/j.jtct.2021.09.015,NR,Singh A et al. 2022 - Post-Transplantation Cyclophosphamide Is Associated with an Increase in Non-Cytomegalovirus Herpesvirus Infections in Patients with Acute Leukemia and Myelodysplastic Syndrome.pdf,Post-Transplantation Cyclophosphamide Is Associated with an Increase in Non-Cytomegalovirus Herpesvirus Infections in Patients with Acute Leukemia and Myelodysplastic Syndrome,USA,NA,registry,registry,100,2012,2017,pre_2018,NR,NR,NR,partial,partial_overlap,Goldsmith_2021_CMV_primary,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Singh 2022 is the primary publication for non-CMV herpesvirus (NCHV) outcomes (HHV-6, EBV, HSV, VZV) within CIBMTR HaploCy/SibCy/SibCNI cohort 1001. CIBMTR CRF data; AML/ALL/MDS patients age >2; data lock Jan 1 2019. Sibling comparator HCTs allowed. Outcomes limited to NCHV viremia/organ disease + multivariable 2-yr OS/NRM/cGVHD; granular acute GVHD CI%, BSI, IFI, CMV not separately tabulated in this paper."
363,1144,Soltermann Y,2019,Annals of Hematology,10.1007/s00277-019-03673-3,NR,Soltermann Y et al. 2019 - Reduced dose of post-transplantation cyclopho ... matched unrelated donor hematopoietic cell transplantation - a single-center study.pdf,Reduced dose of post-transplantation cyclophosphamide compared to ATG for graft-versus-host disease prophylaxis in recipients of mismatched unrelated donor hematopoietic cell transplantation: a single-center study,Switzerland,EU,retrospective_cohort,single,1,2010,2018,mixed,31,NR,NR,Y,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Single-center Basel cohort. Reduced-dose PTCy 40 mg/kg x2 (Comp 2 eligible). 9/10 MMUD only. Median follow-up 24mo PTCy vs 55mo ATG.
364,1145,Srour SA,2017,Biology of Blood and Marrow Transplantation,10.1016/j.bbmt.2016.11.008,NR,Srour et al. 2017 - Haploidentical Transplantation with Post-Transplantation Cyclophosphamide for High-Risk Acute Lymphoblastic Leukemia.pdf,Haploidentical Transplantation with Post-Transplantation Cyclophosphamide for High-Risk Acute Lymphoblastic Leukemia,USA/Colombia,multinational,retrospective_cohort,multi,5,2005,2015,pre_2018,12.8,0.2,55.9,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"5-center retrospective cohort (MDACC lead, City of Hope, Wash U, Northside Atlanta, Medellin Colombia). 109 adult ALL patients with haplo PTCy. Includes 13 pts with 2nd HSCT analyzed separately. Single-arm (haplo PTCy only) - no comparator arm in this study, but extracted as PTCy arm for the meta-analysis pool."
366,1086,Steiner N,2024,Bone Marrow Transplantation,10.1038/s41409-024-02328-w,NR,Steiner N et al. 2024 - Anti-T-lymphocyte globulin (ATLG) compared to po ... laxis in ALL patients undergoing allogeneic stem cell transplantation.pdf,Anti-T-lymphocyte globulin (ATLG) compared to post-transplant cyclophosphamide as GvHD prophylaxis in ALL patients undergoing allogeneic stem cell transplantation,Germany,EU,retrospective_cohort,single,1,1993,2023,mixed,NR,NR,NR,partial,partial_overlap,Massoud_2022_ref51,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-center UKE Hamburg analysis of high-risk ALL CR1 patients (n=147) receiving TBI-based MAC with ATLG (n=74) or PTCy (n=73) for GvHD prophylaxis between 1993-2023. Cohort overlap with Hamburg_Massoud (1086) likely as same institution, with Massoud as co-author (Massoud 2022 ref 51 cited). ATLG era predominantly pre-2014, PTCy era post-2014. Comparison 2 (ATG vs PTCy) eligible."
368,1064,Sugita J,2022,Bone Marrow Transplantation,10.1038/s41409-022-01770-y,NR,Sugita J et al. 2022 - Comparable survival outcomes with haploidentical stem cell transplantation and cord blood transplantation.pdf,Comparable survival outcomes with haploidentical stem cell transplantation and cord blood transplantation,Japan,Asia,registry,registry,158,2012,2015,pre_2018,NR,1.8,46.7,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"JSHCT/JDCHCT TRUMP registry matched-pair (1:3) analysis. Acute leukemia (AML/ALL) + MDS, ages 16-69. PTCy-haplo n=136 (PBSCT n=130, BMT n=5, PBSCT+BMT n=1) vs single-unit UCBT n=408. Enrollment 2012-2015. PTCy was conducted as clinical trials at 31 centers; UCBT at 127 centers. Follow-up median for survivors: PTCy-haplo 1.82 yr (0.15-3.89), UCBT 2.89 yr (0.19-5.55). Cohort 1064 (JDCHCT_TRUMP2_UCBT_vs_PTCyHaplo) - this is the primary publication. Primary outcome: OS at 2 years. Infections (BSI/CMV/IFI) not reported. Follow_up_min/max converted from years to months (0.15yr=1.8mo, 3.89yr=46.7mo for PTCy arm; UCBT arm 0.19-5.55yr = 2.3-66.6mo)."
371,1146,Tang F,2020,Science China Life Sciences,10.1007/s11427-019-9594-7,NR,Tang F et al. 2020 - Comparison of the clinical outcomes of hematologic malignancies after myeloablative haploidentical transplantation with anti-thymocyte globulin and posttransplant cyclophosphamide.pdf,Comparison of the clinical outcomes of hematologic malignancies after myeloablative haploidentical transplantation with G-CSF/ATG and posttransplant cyclophosphamide: results from the Chinese Bone Marrow Transplantation Registry Group (CBMTRG),China,Asia,retrospective_cohort,multi,5,2013,2018,pre_2018,46.5,21.7,83.40000000000001,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Multicenter Chinese CBMTRG registry retrospective comparison of MAC haplo-HSCT with G-CSF/ATG (Beijing Protocol) vs PTCy (Baltimore Protocol). Nested case-pair 1:4 matching by diagnosis, refined DRI, age (+/-5yr), year of HSCT (+/-2yr). NB: ATG and PTCy are in SEPARATE arms; this is NOT a paper on combined ATG+PTCy (the assignment note appears to mischaracterize this). Both arms qualify for inclusion in the meta-analysis: G-CSF/ATG arm is a comparator (non-PTCy), PTCy arm is the index arm."
374,1147,Tarella C,2025,Transplantation and Cellular Therapy,10.1016/j.jtct.2025.06.004,NR,Tarella C et al. 2025 - Long-Term Outcomes After Allogeneic Hematopoieti ... ell Non-Hodgkin Lymphoma - An Italian Multicenter Collaborative Study.pdf,Long-Term Outcomes After Allogeneic Hematopoietic Stem Cell Transplantation in Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma: An Italian Multicenter Collaborative Study,Italy,EU,retrospective_cohort,multi,6,2000,2020,mixed,104.4,3.6,264,Y,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Paper is B-cell NHL allo-HSCT (not T-NHL as initial routing suggested). Six Italian centers reporting to GITMO/EBMT registry; possible partial overlap with EBMT registry studies. PTCy stratification reported (n=59 PTCy vs n=226 no-PTCy) — eligible for comparison_1 (PTCy vs non-PTCy). No infection outcomes reported (BSI, CMV, IFI all absent); deaths from infection mentioned narratively only. Follow-up median 8.7 yr (range 0.3-22 yr) for survivors."
375,1148,Tischer J,2015,Annals of Hematology,10.1007/s00277-015-2423-y,NR,Tischer J et al. 2015 - Virus infection in HLA-haploidentical hematopoietic stem cell transplantation - incidence in the context of immune recovery in two different transplantation settings.pdf,Virus infection in HLA-haploidentical hematopoietic stem cell transplantation: incidence in the context of immune recovery in two different transplantation settings,Germany,EU,retrospective_cohort,single,1,2006,2011,pre_2018,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Median follow-up reported separately per arm: cTCR/TCD 6.8 years (range 6.1-7.4); TCR/PTCY 2.8 years (range 2.4-3.8). Two different observational eras for the two groups.
379,1149,Ueda Oshima M,2023,Blood Advances,10.1182/bloodadvances.2022009112,NR,Ueda Oshima M et al. 2023 - Impact of GVHD prophylaxis on CMV reactivation and disease after HLA-matched peripheral blood stem cell transplantation.pdf,Impact of GVHD prophylaxis on CMV reactivation and disease after HLA-matched peripheral blood stem cell transplantation,USA,NA,retrospective_cohort,single,1,2007,2018,mixed,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"FHCRC Seattle single-center retrospective cohort. 3-arm comparison: MTX (n=322), MMF (n=414), PTCy (n=44). Pre-letermovir era. Focus on CMV reactivation kinetics."
380,1150,Ueda Oshima M,2025,Journal of Clinical Oncology,10.1200/JCO-25-01238,NR,Ueda Oshima M et al. 2025 - Sirolimus and Cyclosporine With Post-Transplantation Cyclophosphamide As Graft-Versus-Host Disease Prophylaxis.pdf,Sirolimus and Cyclosporine With Post-Transplant Cyclophosphamide or Mycophenolate Mofetil as Graft-Versus-Host Disease Prophylaxis in Unrelated Donor Hematopoietic Cell Transplantation,USA,NA,RCT,single,1,2017,2024,mixed,36,7.2,84,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Phase II open-label RCT, NCT03246906. Open Oct 2017, closed Jun 2024 after accruing 150 (target 160; declining accrual). 145 randomized and treated (PTCy=72, non-PTCy=73). Median follow-up among survivors = 3.0 years (range 0.6-7.0). Conditioning: FLU/MEL/TBI (RIC) or FLU/TBI (NMA). All grafts mobilized PBSC from unrelated donors. HLA 10/10 ~80%, 9/10 ~20%."
382,1001,Ustun C,2024,Bone Marrow Transplantation,10.1038/s41409-023-02131-z,NR,Ustun C et al. 2024 - Post-transplantation cyclophosphamide is associated with increased bacterial infections in matched related donor hematopoietic cell transplantation.pdf,Post-transplantation cyclophosphamide is associated with increased bacterial infections,USA,NA,registry,registry,102,2012,2017,mixed,25,2,75,partial,overlap_superset_of,Goldsmith 2021 (CMV primary pub of same cohort 1001); Singh 2022 non-CMV herpes; Mulroney 2021 CRV,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Same CIBMTR cohort 1001 (HaploCy/SibCy/SibCNI; 2012-2017) as Goldsmith 2021 (CMV primary). This paper is the bacterial-infection primary publication. Block 8 task scope: PTCy vs non-PTCy MRD BSI comparison (SibCy vs SibCNI arms). IFI not reported in this paper - bacterial infections only.
383,1024,Villalba M,2026,Bone Marrow Transplantation,10.1038/s41409-025-02751-7,NR,Villalba M et al. 2026 - Impact of donor selection in adverse-risk AML u ... transplantation - A study from the EBMT Acute Leukemia Working Party.pdf,Impact of donor selection in adverse-risk AML undergoing hematopoietic cell transplantation: A study from the EBMT Acute Leukemia Working Party,multinational,multinational,registry,registry,NR,2017,2022,post_2018,24,NR,NR,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP registry study (cohort 1024). Adverse-risk cytogenetic AML in CR1, transplanted 2017-2022. Two analyses presented: entire cohort (N=3006, heterogeneous GVHD prophylaxis incl ATG/PTCy/other) and PTCy-only subgroup (N=702). Only the PTCy subgroup is extracted as arms here since the protocol-relevant comparison is PTCy by donor type. Within PTCy cohort: MSD-PTCy n=79, MUD-PTCy n=111, MMUD-PTCy n=66, Haplo-PTCy n=446. HRs use MSD-PTCy as reference. No infection (BSI/CMV/IFI) outcomes reported."
384,1024,Vydra,2026,Bone Marrow Transplantation,10.1038/s41409-025-02766-0,NR,Vydra J et al. 2026 - Posttransplant cyclophosphamide versus antithymocyte globulin in HLA-matched allogeneic hematopoietic cell transplantation.pdf,Posttransplant cyclophosphamide versus antithymocyte globulin in patients with cardiovascular comorbidity undergoing allogeneic hematopoietic cell transplantation for acute myeloid leukaemia in first complete remission from unrelated donors: a retrospective matched-pair analysis from the ALWP of the EBMT,multinational,EU,retrospective_cohort,registry,NR,2010,2022,mixed,18.6,NR,NR,partial,partial_overlap,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"EBMT ALWP registry analysis. AML CR1, unrelated donors (10/10 or 9/10), with cardiovascular comorbidity per HCT-CI. Propensity score matched-pair analysis (3:1 ATG:ptCy with caliper 0.2). 432 matched patients from 1256 identified. Czech first author (Vydra, Prague). Median follow-up: 1.9y (ATG) and 1.2y (ptCy); weighted avg ~1.55y reported here as 18.6 months (approximate). Paper does NOT report IFI/infection outcomes — only OS, LFS, RI, NRM, aGVHD II-IV, aGVHD III-IV, cGVHD, ext-cGVHD. User prompt mentioned 'Use IFI' but IFI data unavailable in this paper."
386,1151,Wadhera S,2026,Blood Cell Therapy,10.31547/bct-2025-018,NR,Wadhera S et al. 2026 - Real-World Outcomes of Allogeneic Stem Cell Tran ... in Relapsed Hodgkin Lymphoma - A Single-Center Experience from India.pdf,Real-World Outcomes of Allogeneic Stem Cell Transplantation in Relapsed Hodgkin Lymphoma: A Single-Center Experience from India,India,Asia,single_arm_descriptive_excluded,single,1,2017,2023,mixed,44,22,44,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Single-arm descriptive case series (n=5) of allo-HSCT in chemotherapy-sensitive relapsed HL post auto-HSCT. PT-Cy used in 4/5 patients (mixed donors: 3 haplo, 1 MUD, 1 MSD; mixed conditioning: 2 RIC Flu-Cy-TBI, 2 RTC Flu-Treo, 1 MAC Flu-Bu). No comparator arm and PTCy not isolated to a single comparable arm. Per spec, single-arm descriptive papers with no PTCy contrast are protocol-excluded; tracked for PRISMA. Outcome extraction skipped. 3-year OS 80%, 1 early TRM (Gram-negative sepsis on d10), grade III aGVHD in 1, limited cGVHD in 2."
389,1152,Wang T,2022,Chin J Clin Pharmacol Ther,10.12092/j.issn.1009-2501.2022.03.008,NR,Wang T. et al. 2022 - Clinical analysis of the effect of fludarabine com ... n cyclophosphamide in haploid hematopoietic stem cell transplantation.pdf,Clinical analysis of the effect of fludarabine combined with post-transplantation cyclophosphamide in haploid hematopoietic stem cell transplantation,China,Asia,retrospective_cohort,single,1,2014,2020,mixed,11.8,0.03,61.1,Y,none,NA,translation_obtained,Y,N,NA,RL,PEND,2026-05-26,PEND,"Chinese language paper, English abstract available. Median follow-up: PTCy arm 284 days (8-873); BUCY-ATG arm 729 days (1-1860); overall 359 days (1-1860). Conditioning is BUCY (Busulfan+Cyclophosphamide) backbone with addition of Flu and post-transplant CTX in PTCy arm vs ATG in comparator arm."
390,1153,Wang Y,2019,Journal of Hematology & Oncology,10.1186/s13045-019-0781-y,NR,Wang Y et al. 2019 - Low-dose post-transplant cyclophosphamide and anti... an effective strategy for GVHD prevention in haploidentical patients.pdf,Low-dose post-transplant cyclophosphamide and anti-thymocyte globulin as an effective strategy for GVHD prevention in haploidentical patients,China,Asia,prospective_cohort,multi,3,2015,2018,mixed,24,0.1,48.3,Y,overlap_superset_of,Wang_2017_Oncoimmunology_40pts_subset,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Extended prospective trial (NCT02412423) from Peking U vs contemporary external control from Soochow + Nanfang. Median follow-up reported in days separately for cohorts (587d ATG-PTCy, 682d ATG); used overall ~24mo approximation. ATG-PTCy is the index arm; ATG-only is comparator. Both arms received Beijing MAC + standard ATG/G-CSF + CSA+MMF+MTX."
391,1092,Wieduwilt,2022,Blood Advances,10.1182/bloodadvances.2021004916,NR,"Wieduwilt et al. 2022 - Haploidentical vs sibling, unrelated, or cord blood hematopoietic cell transplantation for acute lymphoblastic leukemia.pdf","Haploidentical vs sibling, unrelated, or cord blood hematopoietic cell transplantation for acute lymphoblastic leukemia",USA_multinational,multinational,registry,registry,648,2013,2017,pre_2018,30,3,74,Y,none,NR,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"CIBMTR registry retrospective comparison of 5 donor/HCT groups in adult ALL (CR1/CR2/>=CR3) 2013-2017. Haplo arm requires PTCy; T-cell depleted/CD34 selected excluded. Outcomes reported as adjusted HRs (Cox multivariable) vs haploidentical reference; no direct cumulative incidences for aGVHD/cGVHD/NRM/relapse/OS reported in main tables — only HRs and KM/CI curves. Cause-of-death table provides % of deaths by category. Median follow-up differs by arm (haplo 24 mo; others 26-35 mo); pooled approximate 30 mo used. No center count given for total; sum of per-arm centers (92+206+181+90+79=648) used, may include same centers in multiple arms."
395,1154,Wu L,2025,British Journal of Haematology,10.1111/bjh.70133,NR,Wu L. et al. 2025 - Clinical outcomes of modified post-transplantation cyclophosphamide and anti-thymocyte globulin-based prophylaxis.pdf,Clinical outcomes of modified post-transplantation cyclophosphamide versus granulocyte colony-stimulating factor/anti-thymocyte globulin-based protocol in alternative donor transplantation for severe aplastic anaemia,China,Asia,retrospective_cohort,single,1,2012,2023,mixed,28.5,NR,NR,Y,overlap_superset_of,Wu_2023_TCT_HID;Chen_2024_TCT_URD,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Post hoc comparative analysis pooling prospective mPTCy cohort (n=157) with retrospective historical G-CSF/ATG control (n=140). Two donor subgroups: HID (n=205) and URD (n=92). mPTCy regimen: ATG 6 mg/kg total (2 mg/kg/day days -5 to -3) + reduced PTCy 40 mg/kg/day days +3, +4 + CsA + MMF. Median follow-up shorter in mPTCy (866d) vs G-CSF/ATG (2511d). Median follow-up reported separately by arm; overall median ~28.5 mo approximation. IFI not reported. No infection-related mortality outcomes other than narrative deaths."
396,1155,Xu ZL,2025,Haematologica,10.3324/haematol.2024.286040,NR,Xu ZL et al. 2025 - Clinical outcomes of three haploidentical transplant ... d on data from the Chinese Bone Marrow Transplantation Registry Group.pdf,Clinical outcomes of three haploidentical transplantation protocols for hematologic malignancies based on data from the Chinese Bone Marrow Transplantation Registry Group,China,Asia,retrospective_cohort,registry,NR,2020,2022,post_2018,33,15.8,51.7,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Propensity score matching study from CBMTRG. Four analytical arms after PSM (G-CSF/ATG group 1 vs PTCy; G-CSF/ATG group 2 vs PTCy+ATGlow). The two G-CSF/ATG matched subsets overlap (drawn from same pool with overlap of patients). Follow-up reported as days for survivors; converted to months (median days: 1057/1015/970/865; min/max combined across all arms: 482-1576 days = ~15.8-51.7 months). No IFI data; infection-related deaths only. CMV/EBV viremia reported as crude percentages within D+100. Outcomes for relapse/NRM/OS reported at 3-year (cumulative incidence or KM); recorded at end_of_followup since spec primary timepoints (1yr) not specified separately.
397,1156,Xu ZL,2025,Haematologica,10.3324/haematol.2025.287504,NR,Xu et al. 2025 - Randomized trial of anti-thymocyte globulin plus low-do ... o prevent graft-versus-host disease in haploidentical transplantation.pdf,Randomized trial of anti-thymocyte globulin plus low-dose post-transplant cyclophosphamide to prevent graft-versus-host disease in haploidentical transplantation,China,Asia,RCT,single,1,2023,2024,post_2018,8.699999999999999,4.3,13.1,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,Phase III RCT (NCT06108739); stopped at 1st interim analysis (N=66 of planned 196) for futility (conditional power 0.025 < prespecified 0.10); median FU 264 days ATG-PTCy / 257 days ATG (converted to months). Both arms received G-CSF/ATG-based haplo Bu-Cy MAC + rabbit ATG 10 mg/kg + CsA/MMF/MTX; ATG-PTCy arm additionally received Cy 14.5 mg/kg D+3 and D+4. Within-PTCy variant comparison (Comp 3 = ATG+PTCy vs ATG alone).
399,1157,Yanada M,2026,Bone Marrow Transplantation,10.1038/s41409-025-02729-5,NR,Yanada M et al. 2026 - Comparison of single-unit umbilical cord blood transplantation and haploidentical hematopoietic cell transplantation with post-transplant cyclophosphamide.pdf,Comparison of single-unit umbilical cord blood transplantation and haploidentical transplantation using posttransplant cyclophosphamide during first complete remission of acute myeloid leukemia,Japan,Asia,registry,registry,NR,2017,2021,post_2018,37.2,NR,NR,Y,partial_overlap,"studies using JSTCT/JDCHCT TRUMP registry (cohorts 1064, 1070, 1103, 1108, 1109, 1113)",English,Y,N,NA,RL,PEND,2026-05-26,PEND,Median follow-up 3.1 years (IQR 2.0-4.5) for surviving patients. AML CR1 only; APL excluded. T-cell depletion (in vivo/ex vivo) excluded. ATG explicitly NOT used in either arm.
401,1158,Wu L,2025,British Journal of Haematology,10.1111/bjh.70133,NR,Wu L. et al. 2025 - Clinical outcomes of modified post-transplantation c ... bulin-based protocol in alternative donor transplantation for se[...].pdf,Clinical outcomes of modified post-transplantation cyclophosphamide versus granulocyte colony-stimulating factor/anti-thymocyte globulin-based protocol in alternative donor transplantation for severe aplastic anaemia,China,Asia,retrospective_cohort,single,1,2012,2023,mixed,NR,NR,NR,Y,partial_overlap,Wu 2023 (Transplant Cell Ther) and Chen 2024 (Transplant Cell Ther) prospective single-arm reports of the mPTCy subset,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Post hoc comparative analysis combining prospective mPTCy cohort (ChiCTR2000038297, n=157 with 1-year protocol-consistent extension) vs retrospective historical G-CSF/ATG control (n=140). Median follow-up not reported as a single value; for survivors median was 866 days (mPTCy) vs 2511 days (G-CSF/ATG). Era spans 2012-2023, mixed era. IFI not reported in this paper."
405,1159,Yong KY,2025,Open Forum Infectious Diseases,10.1093/ofid/ofaf597,NR,Yong K.Y. et al. 2025 - Incidence and Clinical Outcomes of Multiple Viral Infections After Allogeneic Hematopoietic Cell Transplantation.pdf,Incidence and Clinical Outcomes of Multiple Viral Infections After Allogeneic Hematopoietic Cell Transplantation,Australia,Oceania,single_arm_descriptive_excluded,single,1,2015,2019,mixed,12,NR,12,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"PROTOCOL-EXCLUDED as single-arm descriptive paper: entire alloHCT cohort (n=430) of mixed donor types analyzed as a single descriptive cohort for viral infections; PTCy is used ONLY in the 10% haploidentical subset (n=44) and outcomes are NOT stratified by PTCy use. No comparator PTCy vs non-PTCy contrast is provided. Paper reports HR for haploidentical donor as risk factor for multiple viral infections (HR 1.56, 95% CI 1.18-2.06) but does not isolate PTCy-arm GVHD/NRM/IFI/CMV outcomes from non-PTCy arms. No IFI data extracted in this paper (focus is exclusively on viral infections: CMV, EBV, BKV, VZV, HHV-6, HSV, ADV, RSV, influenza, HPIV, HRV/ENT, HMPV). Tracked for PRISMA only; no arm/outcome rows emitted per spec."
407,1160,Yoshimitsu M,2025,British Journal of Haematology,10.1111/bjh.19835,NR,Yoshimitsu M et al. 2025 - Comparative outcomes of various transplantation modalities in adult T-cell leukemia-lymphoma after allogeneic transplantation.pdf,"Comparative outcomes of various transplantation platforms, highlighting haploidentical transplants with post-transplantation cyclophosphamide for adult T-cell leukaemia/lymphoma",Japan,Asia,registry,registry,NR,2016,2021,post_2018,23.7,0,75.90000000000001,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,JSTCT TRUMP ATLL registry. 4-arm comparison (PTCY haplo vs MRD vs MUD vs CBT). Median follow-up reported as days (range): all-patients 240-374 days across groups; survivor median 718.5-882.5 days. Used median across all four groups (~720 d survivor median ~ 23.7 mo) as follow_up_median_months proxy; full range 0-2310 days reported (75.9 mo).
408,1138,Yildirim M,2024,International Journal of Hematology-Oncology and Stem Cell Research,NR,NR,Yıldırım M et al. 2024 - Comparison of Cyclophosphamide-Based Graft Vers ... A Matched Unrelated Donor'' with Standard Graft Versus Host Dise[...].pdf,Comparison of Cyclophosphamide-Based Graft Versus Host Disease Prophylaxis after Allogeneic Stem Cell Transplantation from 9/10 HLA Matched Unrelated Donor with Standard Graft Versus Host Disease Prophylaxis after 10/10 HLA Matched Relative Donor Transplant,Turkey,EU,retrospective_cohort,multi,3,2016,2022,mixed,NR,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-26,PEND,"Paper is NOT PTCy vs ATG MUD as suggested in prompt; it is PTCy in 9/10 MMUD vs standard MTX/CNI in 10/10 MRD. Neither arm uses ATG. Comp 2 (PTCy MUD vs ATG MUD) is not applicable. Comparison eligibility: not Comp 1 (haplo vs MUD), not Comp 2 (PTCy MUD vs ATG MUD), not Comp 3 (10/10 MUD vs MMUD same prophylaxis). Both arms could be relevant single-arm contributions to PTCy MMUD analyses. PTCy arm = MMUD 9/10 (one mismatch); control = MRD 10/10 with no ATG. Mean OS reported in months; median follow-up not explicitly stated."
410,1161,Pirogova OV,2016,Klinicheskaya onkogematologiya (Clinical Oncohematology),10.21320/2500-2139-2016-9-4-391-397,NR,Бабенко et al. 2016 - Prevention of Acute Graft-Versus-Host Reaction aft ... fectiveness of Treatment Regimens Based on Anti-Thymocyte Globul[...].pdf,Prevention of Acute Graft-Versus-Host Reaction after Allogeneic Unrelated Hematopoietic Stem Cell Transplantation: Comparison of Effectiveness of Treatment Regimens Based on Anti-Thymocyte Globulin and Cyclophosphamide,Russia,EU,prospective_cohort,single,1,2010,2015,pre_2018,10.7,2.8,30,Y,none,NA,translation_obtained,Y,N,NA,RL,PEND,2026-05-26,PEND,Russian-language paper with parallel English abstract; full text in Russian. Bilingual title page used to confirm methods and results. PTCy arm is prospective (NCT02294552); comparator ATG arm is historical control. First author is Pirogova OV (Paperpile filename mislabels as Бабенко=Babenko who is 3rd author). Follow-up medians given in days: PTCy median 322 d (range 84-900); ATG median 1146 d (range 238-2113) — only PTCy median used for follow_up_median_months.
416,1042,Desai N,2026,British Journal of Haematology,10.1111/bjh.70380,NR,Desai et al. 2026 - Improved early transplant outcomes with reduced-dose ... nrelated donor allogeneic transplantation for acute myeloid leukaemia.pdf,Improved early transplant outcomes with reduced-dose PTCy and low-dose ATG in matched unrelated donor allogeneic transplantation for acute myeloid leukaemia,Canada,NA,prospective_cohort,single,1,2021,2024,post_2018,22.1,18,24,partial,partial_overlap,109; 415,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Hans Messner Allogeneic BMT Program, Princess Margaret Cancer Centre, Toronto. Prospective pilot of PTCy70 (35 mg/kg D+3/+4, n=41) initiated July 2024 in AML MUD PBSC, compared with contemporary cohort of PTCy100 (50 mg/kg D+3/+4, n=132) transplanted Jan 2021-Jun 2024. Both arms received ATG 2 mg/kg (0.5+1.5 D-3/-2) + CsA (target 150-200 ng/mL) ± tacrolimus. Letermovir for CMV+ recipients. Cohort_id 1042 (PMH_CIBMTR_MUD_acute_leukemia_FtoM) covers PMH MUD acute leukemia 2015-2023 with uniform ATG-PTCy-CNI; substantial patient overlap with PTCy100 control arm here (Jan 2021-Jun 2024 AML subset of PMH MUD). Study 415 (Desai 2025 JCO ASCO abstract) reports interim data from this same pilot study (already excluded as conference abstract). primary_for_cohort=partial: this study is primary for the reduced-dose PTCy comparison (comparison_3) within the PMH MUD AML cohort. Follow-up: total cohort median 22.1 mo (IQR 18-24); PTCy70 7.1 mo (4-9.1); PTCy100 24.1 mo (22-29). Ethics CAPCR 24-5439."
417,1162,Dulery R,2021,JACC: CardioOncology,10.1016/j.jaccao.2021.02.011,NR,Duléry et al. 2021 - Early cardiac toxicity associated with post-transplant cyclophosphamide in allogeneic stem cell transplantation.pdf,Early Cardiac Toxicity Associated With Post-Transplant Cyclophosphamide in Allogeneic Stem Cell Transplantation,France,EU,retrospective_cohort,single,1,2013,2018,pre_2018,36.5,NR,NR,Y,none,NA,English,Y,N,NA,RL,PEND,2026-05-29,PEND,"Cardiotoxicity-focused paper but reports comparative GVHD, NRM, OS outcomes between PT-Cy (n=136) and no-PT-Cy (n=195) arms. ATG used in 87% of PT-Cy arm and 99.5% of no-PT-Cy arm. Median follow-up overall 36.5 mo (Q1-Q3 32-40); arm-specific follow-up: no-PTCy 41 mo, PTCy 25 mo. Donor mix: PT-Cy 86% haplo, no-PT-Cy 99.5% MSD+MUD. Cardiac event outcomes not in standard outcomes list (excluded from outcomes table per spec)."
