outcome_id,arm_id,study_id,cohort_id,outcome_category,outcome_subtype,timepoint,timepoint_days_numeric,is_primary_timepoint,is_primary_definition,denominator_n,event_count,proportion_reported_pct,cumulative_incidence_pct,ci_lower_pct,ci_upper_pct,ci_method,competing_risks_handled,hr_value,hr_ci_lower,hr_ci_upper,hr_comparator_arm_id,hr_adjusted,incidence_rate_value,incidence_rate_unit,person_time_total,person_time_unit,median_time_to_event_days,ascertainment_method,screening_frequency_per_week,definition_text,data_source,data_quality_flag,extraction_notes
2716,412,374,1147,overall_mortality,OS_event,D+365_1yr,365,Y,Y,59,NR,NR,NR,NR,NR,Kaplan_Meier,N_KM_or_crude,0.6,0.38,0.96,413,adjusted,NR,NA,NR,NA,NR,NR,NR,"OS defined as time from allo-HSCT to death from any cause. Multivariable Cox HR for post-transplant CY vs no-CY = 0.60 (95% CI 0.38-0.96), p=0.031. 3-yr OS PTCy 69.2% (55.6-79.3) vs no-PTCy 45.8% (39.2-52.2).",table,direct,OS only reported at 3-yr (and 9-yr) for whole cohort; 1-yr OS by PTCy not directly tabulated. HR from Table 3 multivariable. Reporting OS event row at 1yr with HR (no event count) per spec.
2717,412,374,1147,overall_mortality,OS_event,D+730_2yr,730,N,Y,59,NR,NR,30.8,20.7,44.4,Kaplan_Meier,N_KM_or_crude,0.6,0.38,0.96,413,adjusted,NR,NA,NR,NA,NR,NR,NR,OS to 3 years used as sensitivity timepoint; 3-yr OS PTCy 69.2% (95% CI 55.6-79.3); CI of OS event = 100 - 69.2 = 30.8.,table,derived,OS event % derived as 100 - OS%. 2yr timepoint used as closest sensitivity timepoint; actually reported value is at 3yr (not 2yr) — flagged for reviewer.
2718,413,374,1147,overall_mortality,OS_event,D+730_2yr,730,N,Y,226,NR,NR,54.2,47.8,60.8,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,3-yr OS no-PTCy 45.8% (39.2-52.2); CI of OS event = 100 - 45.8 = 54.2.,table,derived,OS event % derived as 100 - OS%. Reported value is at 3yr.
2719,412,374,1147,infection_related_mortality,IRM_any_cause_infectious,end_of_followup,NR,N,N,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Late (>1yr) non-disease-related deaths from infections (10 cases including 1 COVID-19) among 25 late NRM events in whole cohort. Not stratified by PTCy arm — narrative only.,narrative_text,direct,Whole-cohort narrative only; not separately tabulated by PTCy arm. Row left mostly NR — kept to mark IRM was mentioned.
2720,414,375,1148,CMV,any_reactivation,D+180,180,Y,Y,13,4,30.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,"CMV viremia, antigenemia, and end-organ disease per Ljungman 2002 definitions; CMV DNA-emia detected in peripheral blood by qPCR among patients at risk (CMV seropositive recipient and/or donor); paper reports 31% (4/13 at risk) in TCR/PTCY group",narrative_text,direct,"Denominator = patients at risk for reactivation (13), not full arm n=27"
2721,415,375,1148,CMV,any_reactivation,D+180,180,Y,Y,21,12,57.1,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,CMV DNA-emia detected by qPCR in 12/21 patients at risk (57%) in cTCR/TCD group,narrative_text,direct,"Denominator = patients at risk for reactivation (21), not full arm n=28"
2722,414,375,1148,CMV,CMV_end_organ_disease,end_of_followup,NR,N,Y,27,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,No patient in TCR/PTCY group developed CMV end-organ disease; 2 patients had symptoms of gastroenteritis without disease,narrative_text,direct,
2723,415,375,1148,CMV,CMV_end_organ_disease,end_of_followup,NR,N,Y,28,2,7.1,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,"End-organ disease (pneumonia, gastroenteritis) in 2 patients of cTCR/TCD group",narrative_text,direct,
2724,414,375,1148,other_infection,EBV_reactivation,end_of_followup,NR,N,Y,27,5,18.5,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,EBV detected by qPCR in peripheral blood; 5/27 (18.6%) patients in TCR/PTCY group,table,direct,Table 2 reports 5 (18.6%) EBV-positive patients in TCR/PTCY
2725,415,375,1148,other_infection,EBV_reactivation,end_of_followup,NR,N,Y,28,19,67.90000000000001,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,EBV detected by qPCR; Table 2 reports 19 (71.4%) EBV-positive patients in cTCR/TCD; raw count 19/28=67.9%,table,direct,Table 2 reports 71.4% but 19/28=67.9%; using raw n=19/28
2726,414,375,1148,other_infection,EBV_PTLD,end_of_followup,NR,N,Y,27,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,Histologically confirmed PTLD diagnosis. No patient in TCR/PTCY group was diagnosed with PTLD,narrative_text,direct,
2727,415,375,1148,other_infection,EBV_PTLD,end_of_followup,NR,N,Y,28,7,25,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,Reactivation with rapidly increasing EBV viral load by PCR + severe symptoms + histologic confirmation; 7/28 (25%) patients in cTCR/TCD group,narrative_text,direct,
2728,414,375,1148,other_infection,HHV6_reactivation,end_of_followup,NR,N,Y,27,21,77.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,HHV-6 detected by qPCR; Table 2: 21/27 (77.8%) in TCR/PTCY,table,direct,
2729,415,375,1148,other_infection,HHV6_reactivation,end_of_followup,NR,N,Y,28,23,82.09999999999999,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,HHV-6 detected by qPCR; Table 2: 23/28 (82.1%) in cTCR/TCD,table,direct,
2730,414,375,1148,other_infection,BK_hemorrhagic_cystitis,end_of_followup,NR,N,Y,27,4,14.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,Hemorrhagic cystitis with BK virus detected in urine; 4/27 (15%) patients in TCR/PTCY,narrative_text,direct,
2731,415,375,1148,other_infection,BK_hemorrhagic_cystitis,end_of_followup,NR,N,Y,28,5,17.9,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,Hemorrhagic cystitis with BK virus; 5/28 (18%) patients in cTCR/TCD,narrative_text,direct,
2732,414,375,1148,other_infection,adenovirus,end_of_followup,NR,N,Y,27,4,14.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,"ADV detection (oral lavage, urine, stool antigen testing); Table 2: 4/27 (14.8%) in TCR/PTCY",table,direct,
2733,415,375,1148,other_infection,adenovirus,end_of_followup,NR,N,Y,28,5,17.9,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,routine_screening,0.5,ADV antigen testing; Table 2: 5/28 (17.9%) in cTCR/TCD,table,direct,
2734,414,375,1148,IFI_any,investigator_reported_any,end_of_followup,NR,Y,N,27,4,14.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,mixed,NR,"Invasive fungal infection identified as cause of death in 4 patients in TCR/PTCY (per Table 4 NRM causes); investigator-reported, no EORTC/MSG criteria specified",table,derived,Derived from Table 4 (NRM causes); 4 patients with invasive fungal infection as cause of death
2735,414,375,1148,aGVHD,grade_II_IV,D+100,100,Y,Y,27,8,29.6,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Acute GvHD grading per Przepiorka 1995 consensus (Glucksberg/IBMTR). Grade II-IV = grade II (4) + III (1) + IV (3) = 8/27 in TCR/PTCY group. Eight patients required steroids as first-line treatment.,table,direct,"Table 1: TCR/PTCY grade II/III/IV = 4/1/3, total grade II-IV = 8"
2736,414,375,1148,aGVHD,grade_III_IV,D+100,100,Y,Y,27,4,14.8,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,"aGvHD grade III-IV per Przepiorka 1995 consensus; Table 1: grade III=1, IV=3 in TCR/PTCY",table,direct,
2737,415,375,1148,aGVHD,grade_II_IV,D+100,100,Y,Y,28,8,28.6,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,"aGvHD grade II-IV per Przepiorka 1995. Table 1: cTCR/TCD grade II/III/IV = 4/3/1, total = 8/28",table,direct,11 patients (39%) required steroids in cTCR/TCD group per text; mismatch likely due to grade I treated with steroids
2738,415,375,1148,aGVHD,grade_III_IV,D+100,100,Y,Y,28,4,14.3,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,"aGvHD grade III-IV per Przepiorka 1995; Table 1: cTCR/TCD grade III=3, IV=1",table,direct,
2739,414,375,1148,cGVHD,moderate_severe_NIH,end_of_followup,NR,N,Y,27,2,7.4,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,Chronic GvHD NIH consensus criteria (Filipovich 2005); Table 1: TCR/PTCY mild/moderate/severe = 6/2/0; moderate+severe = 2,table,direct,Timepoint not specified; reported at end of follow-up
2740,415,375,1148,cGVHD,moderate_severe_NIH,end_of_followup,NR,N,Y,28,2,7.1,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,cGvHD per NIH consensus; Table 1: cTCR/TCD mild/moderate/severe = 0/1/1,table,direct,
2741,414,375,1148,overall_mortality,OS_event,D+365_1yr,365,Y,Y,27,NR,NR,41,25,62,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year OS 59% (95% CI 38-75) in TCR/PTCY; mortality = 100 - 59 = 41%; 95% CI for mortality is complement of OS CI,narrative_text,derived,Derived from OS estimate (100 - OS%)
2742,415,375,1148,overall_mortality,OS_event,D+365_1yr,365,Y,Y,28,NR,NR,61,43,78,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year OS 39% (95% CI 22-57) in cTCR/TCD; mortality 61% (95% CI complement),narrative_text,derived,Derived from OS estimate (100 - OS%); p=0.28 for OS comparison
2743,414,375,1148,NRM,NRM_overall,D+365_1yr,365,Y,Y,27,7,NR,22,9,39,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year NRM CI = 22% (95% CI 9-39) in TCR/PTCY; competing risk analysis using R 3.2.0; 7 patients died without relapse (Table 4 detailed causes),narrative_text,direct,
2744,415,375,1148,NRM,NRM_overall,D+365_1yr,365,Y,Y,28,12,NR,39,21,57,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,1-year NRM CI = 39% (95% CI 21-57) in cTCR/TCD; 12 patients died without relapse; p=0.27 vs TCR/PTCY,narrative_text,direct,
2745,414,375,1148,infection_related_mortality,IRM_any_cause_infectious,D+365_1yr,365,Y,Y,27,6,NR,15,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,IRM = death attributed to infection (KM estimate); 1-year IRM 15% in TCR/PTCY (6 deaths related to infections per text),narrative_text,direct,p=0.20 vs cTCR/TCD
2746,415,375,1148,infection_related_mortality,IRM_any_cause_infectious,D+365_1yr,365,Y,Y,28,11,NR,34,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,IRM 1-year 34% in cTCR/TCD (11 deaths related to infection per text); KM estimate,narrative_text,direct,
2747,414,375,1148,infection_related_mortality,IRM_viral,D+365_1yr,365,N,Y,27,1,NR,0,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,VIRM = virus infection-related mortality; 1-year VIRM 0% in TCR/PTCY (1 patient with HHV-6 death listed in Table 4 but VIRM CI was 0% at 1 year),narrative_text,direct,p=0.009 for VIRM comparison; 1-yr VIRM 0% reported
2748,415,375,1148,infection_related_mortality,IRM_viral,D+365_1yr,365,N,Y,28,8,NR,29,15,52,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,VIRM (virus infection-related mortality) 1-year = 29% (95% CI 15-52) in cTCR/TCD; 8 deaths related to virus infections per text,narrative_text,direct,
2749,414,375,1148,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,27,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,"No primary graft rejection observed in both groups; 3 patients in TCR/PTCY died early in aplasia (not classified as primary graft failure per text), 24 achieved neutrophil engraftment",narrative_text,direct,
2750,415,375,1148,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,28,0,0,NR,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,No primary graft rejection in cTCR/TCD; all patients achieved neutrophil engraftment,narrative_text,direct,
2751,416,379,1149,CMV,any_reactivation,D+100,100,Y,N,44,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,1,"CMV reactivation >0 IU/mL by day 100 (Gray's Test P=.5007); only cumulative incidence figure shown, no per-arm CI% values reported in text/tables for this threshold.",figure_KM_curve,estimated_from_figure,Threshold >0 IU/mL CI not numerically reported per arm; only Gray P-value shown. Skipping numeric extraction.
2752,416,379,1149,CMV,any_reactivation,D+100,100,Y,Y,44,NR,NR,50,35,65,Gray_CIF,Y_CIF,1.64,1.03,2.61,418,adjusted,NR,NA,NR,NA,NR,routine_screening,1,"CMV reactivation >=250 IU/mL by day 100; CI 50% (95% CI 35-65). Adjusted HR PTCy vs MTX 1.64 (1.03-2.61), p=.039 adjusted for recipient/donor age, conditioning, donor CMV serostatus, donor relationship.",table,direct,Threshold >=250 IU/mL CMV reactivation.
2753,417,379,1149,CMV,any_reactivation,D+100,100,Y,Y,414,NR,NR,39,34,43,Gray_CIF,Y_CIF,1.5,0.97,2.32,418,adjusted,NR,NA,NR,NA,NR,routine_screening,1,"CMV reactivation >=250 IU/mL by day 100; CI 39% (95% CI 34-43). Adjusted HR MMF vs MTX 1.50 (0.97-2.32), p=.067.",table,direct,Threshold >=250 IU/mL.
2754,418,379,1149,CMV,any_reactivation,D+100,100,Y,Y,322,NR,NR,32,27,37,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,routine_screening,1,CMV reactivation >=250 IU/mL by day 100; CI 32% (95% CI 27-37); MTX reference group.,table,direct,Threshold >=250 IU/mL; reference arm.
2755,416,379,1149,CMV,CMV_end_organ_disease,D+100,100,N,Y,44,4,9.1,NR,NR,NR,Gray_CIF,Y_CIF,2.7,0.87,8.380000000000001,418,unadjusted,NR,NA,NR,NA,NR,routine_screening,1,"CMV disease by day 100. 4 events in PTCy arm (Table 5). Univariate HR vs MTX 2.70 (0.87-8.38), p=.086.",table,direct,"CMV disease, day 100."
2756,417,379,1149,CMV,CMV_end_organ_disease,D+100,100,N,Y,414,18,4.3,NR,NR,NR,Gray_CIF,Y_CIF,1.28,0.6,2.7,418,unadjusted,NR,NA,NR,NA,NR,routine_screening,1,"CMV disease by day 100. 18 events in MMF arm. Univariate HR vs MTX 1.28 (0.60-2.70), p=.525.",table,direct,"CMV disease, day 100."
2757,418,379,1149,CMV,CMV_end_organ_disease,D+100,100,N,Y,322,11,3.4,NR,NR,NR,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,routine_screening,1,CMV disease by day 100. 11 events in MTX arm (reference).,table,direct,"CMV disease, day 100; MTX reference."
2758,416,379,1149,CMV,CMV_end_organ_disease,D+365_1yr,365,N,Y,44,4,9.1,NR,NR,NR,Gray_CIF,Y_CIF,1.88,0.63,5.66,418,unadjusted,NR,NA,NR,NA,NR,routine_screening,1,"CMV disease by 1 year. 4 events in PTCy. Univariate HR vs MTX 1.88 (0.63-5.66), p=.261.",table,direct,"CMV disease, 1 year."
2759,417,379,1149,CMV,CMV_end_organ_disease,D+365_1yr,365,N,Y,414,31,7.5,NR,NR,NR,Gray_CIF,Y_CIF,1.52,0.83,2.78,418,unadjusted,NR,NA,NR,NA,NR,routine_screening,1,"CMV disease by 1 year. 31 events in MMF. Univariate HR vs MTX 1.52 (0.83-2.78), p=.175.",table,direct,"CMV disease, 1 year."
2760,418,379,1149,CMV,CMV_end_organ_disease,D+365_1yr,365,N,Y,322,16,5,NR,NR,NR,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NR,NA,NR,NA,NR,routine_screening,1,CMV disease by 1 year. 16 events in MTX (reference).,table,direct,"CMV disease, 1 year; MTX reference."
2761,416,379,1149,aGVHD,grade_II_IV,D+100,100,Y,Y,44,30,68,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Acute GVHD grade 2-4; Table 1 demographics. 30/44 (68%).,table,direct,From Table 1 GVHD summary; timepoint of capture not specified — assumed by D+100 per standard reporting.
2762,417,379,1149,aGVHD,grade_II_IV,D+100,100,Y,Y,414,254,61,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Acute GVHD grade 2-4. 254/414 (61%).,table,direct,From Table 1 GVHD summary.
2763,418,379,1149,aGVHD,grade_II_IV,D+100,100,Y,Y,322,233,72.40000000000001,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Acute GVHD grade 2-4. 233/322 (72%).,table,direct,From Table 1 GVHD summary.
2764,416,379,1149,aGVHD,grade_III_IV,D+100,100,Y,Y,44,1,2.3,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Acute GVHD grade 3-4. 1/44 (2%).,table,direct,From Table 1.
2765,417,379,1149,aGVHD,grade_III_IV,D+100,100,Y,Y,414,41,9.9,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Acute GVHD grade 3-4. 41/414 (10%).,table,direct,From Table 1.
2766,418,379,1149,aGVHD,grade_III_IV,D+100,100,Y,Y,322,36,11.2,NR,NR,NR,NR,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Acute GVHD grade 3-4. 36/322 (11%).,table,direct,From Table 1.
2767,416,379,1149,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,44,14,32,32,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NIH consensus-defined chronic GVHD requiring systemic immunosuppressive treatment OR late acute GVHD treated with systemic immunosuppression by 1 year posttransplant. PTCy 32% vs MTX 47% vs MMF 53% (overall Gray P=.0225).,narrative_text,direct,NIH 2014 grading; composite of chronic GVHD + late aGVHD requiring systemic immunosuppression.
2768,417,379,1149,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,414,221,53,53,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NIH chronic GVHD requiring systemic IS or late acute GVHD requiring systemic IS by 1 year. MMF 53%.,narrative_text,direct,NIH 2014 grading.
2769,418,379,1149,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,322,150,47,47,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,NIH cGVHD requiring systemic IS or late aGVHD requiring systemic IS by 1 year. MTX 47%.,narrative_text,direct,NIH 2014 grading.
2770,419,380,1150,aGVHD,grade_II_IV,D+100,100,Y,Y,72,NR,NR,40,29,53,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Diagnosis and grading of aGVHD were performed per established criteria (Przepiorka 1995 / IBMTR consensus). Grading by Fred Hutch Long-Term Follow-Up service verified by PI.,table,direct,"From Table 2 Day-100 estimates and Fig 2C. OR vs non-PTCy = 0.91 (0.47-1.77), P=.79."
2771,419,380,1150,aGVHD,grade_III_IV,D+100,100,Y,Y,72,NR,NR,6,2,14,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Diagnosis and grading of aGVHD per IBMTR/Przepiorka 1995 consensus. No PTCy-arm patients developed grade IV aGVHD.,table,direct,"From Table 2 Day-100. OR vs non-PTCy = 0.55 (0.16-1.98), P=.36."
2772,419,380,1150,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,72,NR,NR,3,1,9,Gray_CIF,Y_CIF,0.07000000000000001,0.02,0.31,420,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,cGVHD diagnosed and severity defined per the NIH 2014 criteria (Jagasia 2015).,table,direct,"From Table 2 1-year estimates and Fig 2B. HR 0.07 (0.02-0.31), P=.0004 (PTCy vs non-PTCy)."
2773,419,380,1150,overall_mortality,OS_event,D+365_1yr,365,Y,Y,72,NR,NR,14,8,24,Kaplan_Meier,N_KM_or_crude,1.05,0.44,2.52,420,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,Overall survival estimated by Kaplan-Meier; 1-year OS reported as 86% (95% CI 76-92).,table,derived,"1-year OS = 86% (95% CI 76-92); reported here as mortality CI% = 100 - OS% = 14.0% (CI 8-24). HR for mortality 1.05 (0.44-2.52), P=.92."
2774,419,380,1150,NRM,NRM_overall,D+365_1yr,365,Y,Y,72,NR,NR,10,4,18,Gray_CIF,Y_CIF,1.44,0.46,4.53,420,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,Nonrelapse mortality summarized with cumulative incidence with competing risks (relapse). Leading cause in PTCy arm: organ failure.,table,direct,"From Table 2 1-year. HR 1.44 (0.46-4.53), P=.54."
2775,419,380,1150,CMV,any_reactivation,D+100,100,Y,Y,72,NR,NR,18,NR,NR,Gray_CIF,Y_CIF,1.57,0.67,3.68,420,unadjusted,NR,NA,NR,NA,NR,routine_screening,NR,Probability of cytomegalovirus infection or reactivation in the first 100 days post-transplant (per text); definition not further specified.,narrative_text,direct,"Text: 'probabilities of cytomegalovirus infection or reactivation in the first 100 days post-transplant were 18% versus 12% in the PTCy versus non-PTCy arm'. HR 1.57 (0.67-3.68), P=.30."
2776,419,380,1150,other_infection,BK_hemorrhagic_cystitis,end_of_followup,NR,N,Y,72,3,4.2,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,BK-associated hemorrhagic cystitis as defined by published criteria (Cesaro 2018 ECIL).,narrative_text,direct,"3 patients in PTCy arm developed BKHC; 0 in non-PTCy. BK viruria at any level (symptom-driven sampling): 35% PTCy vs 14% non-PTCy, HR 2.96 (1.42-6.18), P=.004."
2777,419,380,1150,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,72,0,0,0,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,20,clinical_only,NR,Graft failure defined as grade IV thrombocytopenia and neutropenia after day 21 lasting >2 weeks refractory to growth factor support. No patients experienced graft rejection or graft failure.,narrative_text,direct,"70/72 achieved neutrophil engraftment; 2 died before engraftment (days 11, 16). No primary graft failure events. Median time to neutrophil engraftment = 20 days (95% CI 19-21)."
2778,420,380,1150,aGVHD,grade_II_IV,D+100,100,Y,Y,73,NR,NR,42,31,55,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Diagnosis and grading of aGVHD per IBMTR/Przepiorka 1995 consensus.,table,direct,From Table 2 Day-100 estimates.
2779,420,380,1150,aGVHD,grade_III_IV,D+100,100,Y,Y,73,NR,NR,10,4,19,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Diagnosis and grading of aGVHD per IBMTR/Przepiorka 1995 consensus. 2 patients in non-PTCy arm developed grade IV aGVHD.,table,direct,From Table 2 Day-100 estimates.
2780,420,380,1150,cGVHD,moderate_severe_NIH,D+365_1yr,365,Y,Y,73,NR,NR,33,22,44,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,cGVHD diagnosed and severity defined per NIH 2014 criteria (Jagasia 2015).,table,direct,From Table 2 1-year; reference arm for HR in PTCy row.
2781,420,380,1150,overall_mortality,OS_event,D+365_1yr,365,Y,Y,73,NR,NR,14,8,24,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Overall survival estimated by Kaplan-Meier; 1-year OS = 86% (95% CI 76-92).,table,derived,1-year OS = 86% (95% CI 76-92); reported as mortality CI% = 14% (CI 8-24).
2782,420,380,1150,NRM,NRM_overall,D+365_1yr,365,Y,Y,73,NR,NR,7,3,14,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Nonrelapse mortality summarized with cumulative incidence with competing risks. Leading cause in non-PTCy arm: GVHD-related.,table,direct,From Table 2 1-year.
2783,420,380,1150,CMV,any_reactivation,D+100,100,Y,Y,73,NR,NR,12,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,Probability of CMV infection or reactivation in the first 100 days post-transplant.,narrative_text,direct,12% in non-PTCy arm; CI not specified in main text.
2784,420,380,1150,other_infection,BK_hemorrhagic_cystitis,end_of_followup,NR,N,Y,73,0,0,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,BK-associated hemorrhagic cystitis per Cesaro 2018 ECIL criteria.,narrative_text,direct,No patients in non-PTCy arm developed BKHC.
2785,420,380,1150,engraftment_failure,primary_graft_failure,D+30,30,Y,Y,73,0,0,0,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,NA,16,clinical_only,NR,Graft failure defined as grade IV thrombocytopenia and neutropenia after day 21 lasting >2 weeks refractory to growth factor support. No patients experienced graft rejection or graft failure.,narrative_text,direct,All 73 patients achieved neutrophil engraftment; median time 16 days (95% CI 14-17).
2786,421,382,1001,BSI,any_pathogen,D+180,180,Y,Y,403,NR,NR,26.1,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.36,per_1000_pt_days,NR,patient_days,48,clinical_only,NR,Any bacterial bloodstream infection (BSI) by day 180; bacterial infection density = number of bacterial infections per patient per days at risk during first 180 days. CIBMTR CRF-reported organism + site + date of onset.,table,direct,BSI CI 26.1% within 180 days (Fig 2c); infection density 0.36 per 1000 pt-days (Table 2); p<0.001 across 3 cohorts.
