cohort_id,cohort_label,cohort_description,registry_or_source,enrollment_start_year,enrollment_end_year,total_unique_patients,primary_publication_study_id,primary_publication_overrides,overlap_notes
1084,BMT_CTN_1301,"BMT CTN 1301: NIH/NHLBI-funded multicenter phase III randomized trial (NCT02345850) comparing two calcineurin inhibitor-free chronic GVHD prevention strategies versus standard tacrolimus/methotrexate after myeloablative HLA-matched HCT for acute leukemia (AML/ALL/biphenotypic/acute undifferentiated) or MDS. Three arms: (1) ex vivo CD34-selected T-cell-depleted PBSC graft without additional immunosuppression (CliniMACS CD34 Reagent System); (2) unmanipulated bone marrow graft followed by PTCy 50 mg/kg D+3 and D+4 as SINGLE-AGENT prophylaxis (no CNI, no MMF); (3) unmanipulated bone marrow graft with tacrolimus (target 5-15 ng/mL >=90 days post-HCT) + methotrexate 15 mg/m2 IV D+1 then 10 mg/m2 IV D+3,+6,+11 (control). 26 US and German centers. Enrolled September 2015-June 2018. 346 randomized (114 CD34, 114 PTCy, 118 Tac/MTX); 327 transplanted (104 CD34, 109 PTCy, 114 Tac/MTX); 300 treated per protocol. Patients age <=65 with acute leukemia in CR/CRi or MDS <5% blasts; HLA-matched (8/8) related or unrelated donors. Stratified randomization by donor type and age. Primary endpoint: 2-year CRFS (composite of moderate-severe cGVHD, relapse, survival).",multicenter_collaboration,2015,2018,346,226,NA,"BMT CTN 1301 is distinct from BMT CTN 1703 (cohort 1002, RIC) and BMT CTN 1203 (cohort 1030, RIC 4-arm phase 2). 1301 is MAC HLA-matched, three-arm RCT focused on CNI-free strategies including CD34-selection."
1085,Hacettepe_Ankara_haplo_PTCy,"Single-center retrospective cohort of 39 adult (>=18 yrs) patients with hematologic malignancies (AML 26, ALL 6, MDS 2, CML 1, PMF 1, HL 1, MM 1, biphenotypic acute leukemia 1) undergoing T-cell replete HLA-haploidentical HSCT with post-transplant cyclophosphamide GVHD prophylaxis at the Department of Hematology, Faculty of Medicine, Hacettepe University, Ankara, Turkey, between 2015 and 2022. Patients with benign hematologic disorders (e.g. aplastic anemia) excluded. Donor proximity: sibling 17, parent/child 19, cousin/nephew 3. HLA compliance 5/10-8/10. Conditioning: Busulfan-Fludarabine-Thiotepa (n=27, TBF), Busulfan-Fludarabine-ATG (n=10), other (n=2). All patients received PTCy 50 mg/kg D+3,+4 + CsA + MMF (n=36) or other PTCy-containing prophylaxis (n=3).",single_center,2015,2022,39,231,NA,Single-center Hacettepe Ankara cohort. No known overlap with other PTCy MA cohorts. Single-arm descriptive; protocol-excluded but tracked for PRISMA.
1086,Hamburg_Massoud_single_center,"Single-center retrospective cohort at University Medical Center Hamburg-Eppendorf (UKE), Germany of 599 adult patients undergoing first allogeneic stem cell transplantation with myeloablative conditioning (MAC) and peripheral blood stem cells (PBSC) between 2005 and 2019. Two GVHD prophylaxis arms: ATLG (Grafalon, Neovii) at 30 mg/kg (related donor) or 60 mg/kg (unrelated donor) fractionated d-4 to -1 (n=476; 34% received 30 mg/kg, 66% 60 mg/kg) vs PTCy 50 mg/kg/day d+3 and +4 (n=123) combined with calcineurin inhibitor (tacrolimus for unrelated/haploidentical, cyclosporine for related) and mycophenolate mofetil for mismatched transplants. Diseases: AML, ALL, CML, MDS, MDS/MPN, HL, NHL, MM, PMF, other AL. Donor mix: ATLG arm 16% MRD/64% MUD/20% MMUD; PTCy arm 25% MRD/11% MMRD/46% MUD/17% MMUD. Median year of transplant 2013 ATLG vs 2015 PTCy. Primary outcome: immune reconstitution (T/B/NK/NKT cell phenotypes) at d+30, +100, +180 by multicolor flow cytometry. Secondary outcomes: infections, viral reactivations, GVHD, relapse, NRM, DFS, OS.",single_center,2005,2019,599,236,NA,"Hamburg UKE single-center cohort; may overlap with other UKE Hamburg publications (e.g., EBMT CMWP myelofibrosis cohort 1037 includes Hamburg UKE site contribution). Distinct from registry cohorts."
1087,DanaFarber_Maurer_URD_PBSCT,"Single-center retrospective cohort from the Blood and Marrow Transplant Data Repository at Dana-Farber Cancer Institute (DFCI), Boston, MA, of 570 adult patients (>=18 yrs) who underwent first allogeneic PBSCT from an unrelated donor (URD; 8/8 or 7/8 HLA-matched at A, B, C, DRB1) between 1 January 2018 and 31 December 2021. From 606 consecutive transplants identified in 570 distinct patients, only the first transplant was included. Two GVHD prophylaxis arms: PTCY-based (PTCY/TAC/MMF, n=107) vs TAC-based (n=463 = TAC/MTX 322 + TAC/MTX/Rap 116 + TAC/Rap 25). All received PBSC grafts. Diseases: AML 38.4-39.3%, MDS 24.3-27.6%, ALL 10.4-12.1%, lymphoma 6.5-10.4%, MPN 7.5-7.8%, MDS/MPN, CML, other leukemia. Conditioning: RIC 73% (predominantly Flu/Bu2), MAC 27% (predominantly Flu/Bu4). HLA: 85% 8/8 matched; PTCy arm more 7/8 mismatched (53.3% vs 5.8%). Median follow-up 24.3 months.",single_center,2018,2021,570,238,NA,"Single-center DFCI cohort, no known overlap with other cohorts in this batch."
1088,DFCI_BWH_MDS_AML_HCTCI,"Single-center retrospective cohort of 586 adult patients with myelodysplastic syndrome (MDS) or acute myeloid leukemia (AML) who underwent first allogeneic HCT at Dana-Farber Cancer Institute/Brigham and Women's Hospital between January 1, 2018 and December 31, 2022. Stratified by GVHD prophylaxis: PTCY-based (n=184, 31%; cyclophosphamide 50 mg/kg days +3 and +4) vs non-PTCY (n=402, 69%; methotrexate + tacrolimus +/- sirolimus). Donor distribution: PTCY group 49% haploidentical, 32% MMUD, 16% MUD, 3% MRD, 0.5% MMRD; non-PTCY group 73% MUD, 20% MRD, 7% MMUD, 0.2% MMRD. Reduced-intensity conditioning predominant (65.2%); Bu/Flu most common regimen overall (79.9%). Median age 63 (range 21-79). Median follow-up of survivors 35 months. Primary outcome: NRM stratified by HCT-CI score categories. Comorbidities prospectively validated by 2 independent chart reviewers.",single_center,2018,2022,586,241,NA,"May share patients with prior DFCI/BWH publications (e.g., Rambaldi 2021, Little 2022) but those used different time windows or disease subsets; this is the index publication for HCT-CI prognostic analysis in this MDS/AML cohort."
1089,MDACC_Mehta_MMUD_PTCy_vs_conventional,"Single-center retrospective cohort of 113 consecutive adult patients with high-risk hematological malignancies undergoing one-antigen HLA-mismatched unrelated donor (MMUD, 9/10) HCT at MD Anderson Cancer Center between 2009 and 2013. Two arms: PTCy group (n=41, including 36 enrolled on MDACC phase II trial NCT01010217 and 5 off-study; PTCy 50 mg/kg D+3/+4 + tacrolimus + MMF after fludarabine/melphalan +/- thiotepa or TBI 200 cGy conditioning) versus conventional group (n=72; in vivo TCD with rabbit ATG [n=68] or alemtuzumab [n=2] + tacrolimus + methotrexate after various conditioning regimens including Bu/Flu 37.5%, Flu/Mel 22.2%, Flu/Cy 18.1%). Bone marrow predominant graft (83% PTCy, 63% conventional). Distinct from MDACC_Alousi_PTCy_RIC_PhaseII cohort (1014) which was NCT00800839 (Nov 2008-Jul 2011) using PTCy as SOLE prophylaxis after Bu/Flu RIC for MUD/MRD patients. This Mehta MMUD cohort is a different MDACC trial (NCT01010217) with different conditioning (Flu/Mel) and triple PTCy/Tac/MMF prophylaxis specifically in 9/10 MMUD recipients.",single_center,2009,2013,113,242,NR,"Some PTCy arm patients (36/41) overlap with MDACC NCT01010217 phase II trial (3-arm: haplo, MMUD/MMRD, MUD). The 9/10 MMUD subset reported here; haplo and MUD subsets reported in companion publications. Conventional arm is non-trial contemporaneous controls. Distinct cohort from 1014 (Alousi NCT00800839, RIC Bu/Flu MUD/MRD, PTCy as sole prophylaxis)."
1090,MDACC_Mehta_PTCy_3arm,"Single-center retrospective cohort of 661 adult patients with hematologic malignancies who underwent first allogeneic HCT between January 2015 and July 2020 at the University of Texas MD Anderson Cancer Center (MDACC), Houston, TX. All patients received PTCy 50 mg/kg/day on days +3 and +4 plus tacrolimus with or without MMF as GVHD prophylaxis. Patients with mismatched unrelated donor (MMUD, n=19), umbilical cord blood, or ex vivo/in vivo T-cell depleted grafts were excluded. Three donor strata: haploidentical related (n=275, 96% received PTCy/Tac/MMF), 8/8 or 10/10 HLA-matched unrelated donor (MUD, n=246, 47% PTCy/Tac/MMF + 53% PTCy/Tac), and HLA-identical sibling donor (MSD, n=140, 26% PTCy/Tac/MMF + 74% PTCy/Tac). Predominant diagnoses: AML/MDS (57-75%). Conditioning: MAC (Bu/Flu) or RIC (Flu/Mel-based). Graft source: haplo 66% BM/34% PB; MUD 23% BM/77% PB; MSD 99% PB. Median FU 17-30 months across arms. Same institution as cohort 1014 (Alousi PTCy RIC phase II NCT00800839, 2008-2011) but distinct trial/era; potential partial overlap with other MDACC PTCy publications.",single_center,2015,2020,661,243,NA,"MDACC single-center 2015-2020 PTCy-based 3-arm comparison. Distinct from cohort 1014 (Alousi PTCy RIC phase II NCT00800839, 2008-2011) by era and design. Possible partial overlap with Mehta 2021 BM vs PB PTCy haplo paper (ref 16) — same haploidentical PTCy MDACC cohort. May overlap with subsequent Mehta MDACC publications."
1091,MDACC_Mehta_HLAmatched_2015_2020,"Single-center retrospective cohort of 964 adult patients undergoing first allogeneic HCT using HLA-matched sibling (MSD, n=412) or matched unrelated (MUD, n=552) donor at The University of Texas MD Anderson Cancer Center, Houston, between January 2015 and July 2020. Excludes manipulated/ex vivo TCD grafts. Four GVHD prophylaxis groups: MUD Tac/MTX/ATG (n=306, all MUD Tac/MTX recipients received rabbit ATG/Thymoglobulin 4 mg/kg total D-3 to D-1), MUD PTCy-based (n=246, PTCy 50 mg/kg D+3/+4 + tacrolimus from D+5, +/- MMF per protocol), MSD Tac/MTX (n=272, no ATG), MSD PTCy-based (n=140, PTCy + tacrolimus +/- MMF). Predominantly myeloid malignancies in PTCy arms (85-90% myeloid vs 59-64% in Tac/MTX); MAC predominant; PBSC predominant. Distinct from cohort 1014 (MDACC_Alousi_PTCy_RIC_PhaseII, 2008-2011 prospective phase II trial NCT00800839, N=86) by larger size, retrospective design, different enrollment era, and broader inclusion (MSD+MUD, MAC+RIC). Likely shares patients with other Alousi-group MDACC publications during 2015-2020 era.",single_center,2015,2020,964,244,NA,"Distinct from cohort 1014 (MDACC_Alousi_PTCy_RIC_PhaseII, 2008-2011 N=86 phase II trial). Same institution, different cohort era and design. Possible overlap with other MDACC Alousi-group publications during 2015-2020; consolidator to adjudicate."
1092,CIBMTR_ALL_Wieduwilt_dataset,"CIBMTR registry dataset of adult patients (>=18 years) with ALL in complete remission undergoing haploidentical (n=373) or MUD (n=913) HCT between 2013 and 2017. Same source dataset as Wieduwilt MJ 2022 Blood Advances (haplo vs sibling/unrelated/cord blood ALL HCT). All haploidentical were T-cell replete with PTCy prophylaxis; all MUD used conventional calcineurin inhibitor-based GVHD prophylaxis. Excludes ATG/alemtuzumab recipients, matched siblings, umbilical cord blood HCT, and MUD HCT with PTCy prophylaxis. Mehta 2023 reports a sub-analysis stratifying by donor age <35 vs >=35 years; primary analysis compares younger haplo (n=187) vs older MUD (n=232). Distinct from CIBMTR cohort 1001 (AML/ALL/MDS HaploCy/SibCy/SibCNI 2012-2017) by being ALL-only and excluding sibling/cord donors, and from cohort 1008 (MUD/MMUD 2017-2021).",CIBMTR,2013,2017,1286,245,NR,Sub-analysis of CIBMTR ALL dataset originally published in Wieduwilt MJ et al. Blood Advances 2022;6(1):339-357. The full Wieduwilt 2022 cohort also included matched siblings and UCB recipients.
1093,Genoa_Rome_Foscarnet_CMV_2010_2015,"Two-center retrospective observational cohort of 97 adult patients who developed CMV viremia following first allogeneic HSCT performed between 2010 and 2015 at IRCCS San Martino Genoa (center A) and Fondazione Policlinico Universitario A. Gemelli Rome (center B) and were treated with foscarnet as preemptive therapy. Two arms by donor type and GVHD prophylaxis platform: UD (n=30, unrelated donor with ATG 7.5 mg/kg + cyclosporine + MTX, predominantly PBSC) vs HAPLO (n=67, HLA-haploidentical family donor with PT-CY day +3,+5 + cyclosporine + MMF, 100% BM graft). Underlying diseases: AML 38, PMF 14, ALL 13, MDS 8, NHL 6, HL 6, AA 4, CLL 3, CML 3, MPD 1, MM 1. Pre-letermovir era. Cohort is a CMV-foscarnet selected subset (not all transplants performed at these centers).",multicenter_collaboration,2010,2015,97,248,NA,"Two-center cohort (Genoa San Martino + Rome Gemelli, 2010-2015). Distinct from Gemelli_Rome_Galli_HC (cohort 1053, 2017-2020, focus on hemorrhagic cystitis) by era and selection criteria. Patients selected for CMV viremia + foscarnet treatment - not a transplant denominator cohort. PTCy arm (HAPLO) restricted to BM grafts from Genoa where PT-CY haplo platform was developed (Raiola/Bacigalupo); UD arm includes both centers."
1094,SanMartino_Genoa_preBSI,"Single-center retrospective cohort of 553 consecutive adult patients undergoing allogeneic HCT at San Martino Hospital, Genoa, Italy between January 1, 2010 and April 30, 2016. Four donor strata: MRD (n=115, CsA+MTX), MUD/MMRD (n=81, CsA+MTX+ATG), single-unit CBT (n=27, CsA+MMF+ATG), and T cell-replete unmanipulated haploidentical bone marrow with high-dose PTCy 50 mg/kg D+3 and D+5 + CsA + MMF (n=330, 60%). All received levofloxacin antibacterial prophylaxis. Primary focus: pre-engraftment BSI incidence, risk factors, and 60-day NRM. Bacigalupo/Raiola Genoa group; partial overlap likely with prior Mikulska 2009 BSI publication and Raiola 2013 BBMT haploidentical paper. CBT use declined from 10% (2010-2012) to 1% (2013-2016) while haplo use rose from 42% to 76% over the study period.",single_center,2010,2016,553,250,NA,Possible partial overlap with Mikulska 2009 BSI (BBMT 15:47-53) and Raiola 2013 BBMT haploidentical bone marrow PTCy publications from same Genoa group.
1095,WSU_Karmanos_haplo_PBSCT_MACvsRIC,"Single-center retrospective cohort of 89 adult patients undergoing T-cell-replete haploidentical PBSC transplantation with PTCy + tacrolimus + mycophenolate as uniform GVHD prophylaxis at Barbara Ann Karmanos Cancer Institute / Wayne State University, Detroit, MI, between January 2012 and June 2019. Two arms by conditioning intensity: MAC (n=24; busulfan + fludarabine) vs RIC (n=65; busulfan + fludarabine + low-dose TBI OR fludarabine + melphalan + low-dose TBI). Assignment by physician discretion. Propensity score-based covariate adjustment used.",single_center,2012,2019,89,253,NA,Single-center Wayne State/Karmanos haplo-PBSCT cohort 2012-2019. Other Modi/Karmanos publications (e.g. Modi D 2021 PTCy vs Thymoglobulin AML/MDS) likely from same institution; partial overlap possible by institution but different donor strata.
1096,Karmanos_WSU_7of8_MMUD_AML_MDS,"Single-center retrospective cohort of 76 consecutive adult patients with AML (n=59, 78%) or MDS (n=17, 22%) who underwent 7/8 HLA-MMUD allogeneic SCT at Barbara Ann Karmanos Cancer Institute / Wayne State University, Detroit MI, between January 2006 and June 2019. 7/8 mismatch defined as one antigen or allele mismatch at HLA-A, -B, -C, or -DRB1. Two GVHD prophylaxis arms: PTcy 50 mg/kg D+3,+4 + tacrolimus (from D+5) + MMF (D+5 to D+30) (n=25, predominantly transplanted 2014-2020); Thymoglobulin total 4.5 mg/kg in divided doses (0.5 D-3, 1.5 D-2, 2.5 D-1) + tacrolimus (from D-3) + MMF (D-3 to D+30) (n=51, predominantly transplanted 2008-2018). Graft source PBSC 96%; conditioning MAC (Bu/Flu) 46% or RIC (Bu/Flu/TBI 93% of RIC, or Flu/Mel/TBI) 54%.",single_center,2006,2019,76,254,NA,"First publication for this Karmanos/WSU 7/8 MMUD AML/MDS cohort in the meta-analysis. Modi et al. 2020 Leuk Lymphoma (ref 26) and Ratanatharathorn 2015 BMT (ref 27) describe broader unrelated donor cohorts at same institution but for different donor strata (matched unrelated, not 7/8 MMUD)."
1097,KUMC_Mohyuddin_haplo_EBV,"Single-center retrospective cohort of 63 adult patients undergoing T-cell replete haploidentical hematopoietic stem cell transplantation for hematologic malignancies at the Division of Hematologic Malignancies and Cellular Therapeutics (HMCT), University of Kansas Medical Center (KUMC), Kansas City, MO. All received uniform GVHD prophylaxis with PTCy + tacrolimus + mycophenolate mofetil. All received weekly EBV PCR monitoring starting D+20 post-transplant, continuing for 6 months after immunosuppression ended or when CD4 count >200. EBV reactivation defined as EBV PCR >1000 copies/mL. Rituximab initiated preemptively if confirmed viral load >1000 copies/mL (up to 4 doses at 375 mg/m2). Disease mix: AML 47.6% (30/63), ALL 12.7% (8/63), MDS 11.1% (7/63), NHL 15.9% (10/63), MPN 3.2% (2/63), HL 3.2% (2/63), other 6.3% (4/63). 59/63 RIC, 4/63 MAC; 35 BM, 28 PBSC. Letter to Editor format with full Methods/Results/Table 1.",single_center,NR,NR,63,256,NA,Single institution (KUMC). No known overlap with existing cohorts in cohort_overlap_map.json.
1098,EBMT_TCWP_MD_PTCy_ATG,"EBMT Transplant Complications Working Party (TCWP) registry retrospective study of 450 adult patients with hematological malignancies (acute leukemia, chronic leukemia, MDS/MPN, lymphoma; plasma cell disorders excluded) receiving first alloHCT from 8/10 HLA-mismatched unrelated donors (MMUD) between 2015 and 2021 across EBMT centers. NOTE: Despite cohort_label including 'MD' (matched donor) per prompt, the actual cohort is 8/10 MMUD (two HLA-A/B/C/DRB1/DQB1 allele mismatches), not matched. GVHD prophylaxis stratified into 2 arms: ATG (n=318) and PTCy (n=132). Excluded: alemtuzumab, ex vivo T-cell depletion, combined ATG+PTCy, neither ATG nor PTCy, cord blood, second autoHCT, plasma cell disorders. PBSC 90.4%, BM 9.6%. 56.2% MAC, 43.8% RIC. Distinct from related EBMT TCWP publications: Penack 2024 Leukemia (10/10 MUD ATG vs PTCy, ref 25) and Penack 2024 Blood Cancer J (9/10 MMUD ATG vs PTCy, ref 6).",EBMT,2015,2021,450,257,NA,"Possible partial cohort overlap with Penack 2024 (10/10 MUD) and Penack 2024 (9/10 MMUD) EBMT TCWP studies by donor-strata; this paper is the 8/10 MMUD-specific stratum. Shared statistical authorship (Abouqateb, Peczynski, Penack). Patients in this analysis are distinct (different HLA-match stratum) but drawn from same EBMT registry and same WP."
1099,Pavlov_StPetersburg_MRD_BMT,"Single-center retrospective cohort at R. M. Gorbacheva Memorial Institute of Children Hematology, Oncology and Transplantation / Pavlov First Saint Petersburg State Medical University. 183 first allogeneic transplant recipients with malignant diseases, all receiving 10/10 HLA-matched bone marrow grafts from related donors (MRD), transplanted 2006-2016. Two arms: single-agent post-transplant cyclophosphamide (saPTCy, n=78, transplanted 2014-2016; PTCy 50 mg/kg D+3,+4 as sole GVHD prophylaxis) vs CNI-based historical control (n=105, transplanted 2006-2014; cyclosporine A [31%] or tacrolimus [69%] plus methotrexate [50%] or MMF [50%]). Diseases: AML 49%, ALL 31%, CML 8%, lymphomas 8%, MDS 3%. 27% salvage transplants. DISTINCT from cohort 1007 (Pavlov_StPetersburg_RCT, MUD PBSC 2013-2015, Moiseev 2016 BBMT) and cohort 1032 (Gorbacheva pediatric non-malignant 2005-2018) although same institutional source.",single_center,2006,2016,183,258,NA,Same institution as cohort 1007 (Pavlov MUD PBSC) and 1032 (Gorbacheva pediatric/nonmalignant). Different patient population: MRD + bone marrow + malignant adult. Should be assigned a new cohort_id by consolidator.
1100,Stanford_MAC_HLAmatched_AML_ALL,"Single-center retrospective cohort at Stanford University School of Medicine, Division of Blood and Marrow Transplantation & Cellular Therapy. 237 adult patients (>=18 years) with acute myeloid leukemia (AML, n=164) or acute lymphoblastic leukemia (ALL, n=73) who underwent first myeloablative conditioning (MAC) HLA-matched allogeneic HCT between January 2018 and March 2025. HLA-matched sibling donors (n=96, 41%) or HLA-matched 10/10 unrelated donors (n=141, 59%). All grafts unmanipulated; no T-cell-depleting agent. Two GVHD prophylaxis groups by institutional protocol: PTCy/TAC/MMF (n=46; cyclophosphamide 50 mg/kg D+3,+4 + tacrolimus from D+5 target 5-10 ng/mL + MMF 15 mg/kg q8h D+5 to D+35) vs TAC/MTX (n=191; tacrolimus from D-1 same target + MTX 15 mg/m2 D+1, 10 mg/m2 D+3,+6,+11). Center switched from TAC/MTX to PTCy/TAC/MMF during/following the 2023 MTX shortage. MAC: chemotherapy-only 74%, chemotherapy + TBI 26%. PBSC graft 80.6% overall (PTCy 96%, TAC/MTX 77%); BM 19%. Median follow-up PTCy 1.1 yr (IQR 0.7-1.7) vs TAC/MTX 3.3 yr (IQR 1.4-6.1).",single_center,2018,2025,237,260,NA,Stanford single-center cohort; not identified in existing 7-cohort set or 9 known clusters. New cohort for this paper. Possible future overlap with other Stanford BMT publications.
1101,Montoro_Spanish_3center_TCD_vs_PTCySirMMF,"Multicenter retrospective cohort of 129 adult patients (>15 yrs) with acute leukemia (AML/ALL) in CR or MDS undergoing first myeloablative allo-HSCT with PBSC as graft source from MSD, MUD, or MMUD donors at three Spanish institutions between July 2016 and December 2019. Haploidentical recipients excluded. Two GVHD prophylaxis platforms by center: (i) CD34+ selected ex vivo T-cell depletion (TCD) using CliniMACS CD34 Reagent System + rabbit ATG 2.5 mg/kg/d D-3 and D-1 (total 5 mg/kg) for engraftment, no post-transplant immunosuppression (n=38, all at Hospital Universitario Vall d'Hebron Barcelona, with 2 MAC conditioning regimens TBI-TT-Cy or Bu-Mel-Flu); (ii) PTCy-Sir-MMF (cyclophosphamide 50 mg/kg/d D+3,+4 + sirolimus from D+5 target 8-16 ng/mL until D+90 then tapered + MMF 1g q8h D+5 to D+35) (n=91, 2 centers in Valencia: Hospital Universitario y Politecnico La Fe and Hospital Clinico Universitario, with 3 MAC conditioning regimens TT-Bu-Flu, Bu-Flu, reduced TT-Bu-Flu). TCD donor mix 31% MSD/37% MUD/31% MMUD; PTCy donor mix 48% MSD/52% MUD/0% MMUD. PTCy-Sir-MMF subcohort may partially overlap with cohort 1038 (Chorao Hospital La Fe Valencia 2017-2022 PTCy-Sir-MMF) and TCD subcohort with related Hospital Vall d'Hebron Barcelona TCD experience. Pre-letermovir era; no CMV-specific prophylaxis used.",multicenter_collaboration,2016,2019,129,261,NR,PTCy-Sir-MMF subcohort (n=91 at HUPLF Valencia + HCU Valencia) may partially overlap with cohort 1038 (Chorao La Fe Valencia 2017-2022 all-donor PTCy-Sir-MMF). TCD subcohort (n=38 at HUVH Barcelona) is distinct from prior Vall d'Hebron Barcelona TCD reports (Barba 2017 BBMT).
1102,EBMT_LWP_HL_HLAmatched,"EBMT Lymphoma Working Party (LWP) registry retrospective cohort of 446 adult (>=18 years) patients diagnosed with Hodgkin lymphoma who underwent first allogeneic HSCT from full HLA-matched sibling (MSD) or matched unrelated donor (MUD; 10/10 high-resolution HLA-A, -B, -C, -DRB1, -DQB1) between January 2015 and December 2022. Stratified by GVHD prophylaxis: conventional CNI-based (n=270; CsA+MTX 51%, CsA+MMF 27%, CsA alone 8%, other 14%) vs PTCy-based (n=176; PTCy + 2 IS drugs 72% [CsA+MMF n=67, Tac+MMF n=34, Siro+MMF n=20, other n=5], PTCy + 1 IS drug 23%, PTCy alone 5%). Excluded patients receiving cord blood, ATG, alemtuzumab, or ex vivo graft manipulation. Donor distribution: CNI 74% MSD/26% MUD; PTCy 50% MSD/50% MUD. Graft predominantly PBSC (91% CNI, 86% PTCy). 75% PTCy and 69% CNI received RIC. Distinct from cohort 1011 (CIBMTR_HL_HaploPTCy_MSDCNI) which was haplo-PTCy vs MSD-CNI for HL 2008-2016, not HLA-matched-PTCy. Also distinct from Montoro 2024 TCT (LWP HL HLA-matched vs haplo with PTCy in both arms, ref 14 in this paper).",EBMT,2015,2022,446,262,NA,"Possible partial overlap with Montoro 2024 TCT EBMT LWP HL paper (ref 14, the prior LWP study comparing HLA-matched PTCy vs haplo PTCy in HL); the present paper extends the HLA-matched PTCy cohort and adds the conventional CNI comparator. No overlap with CIBMTR cohort 1011 (different registry)."
1103,JSTCT_TRUMP_AML_PBSCT_PTCyHaplo_vs_MUD,"Japanese Society for Transplantation and Cellular Therapy (JSTCT) / Japanese Data Centre for Haematopoietic Cell Transplantation nationwide TRUMP registry retrospective cohort of 799 adult AML patients (age >=16) undergoing first PBSC allogeneic HCT between 2013 and 2021. Three arms: PTCy-haplo (n=489, 2 or 3 HLA-A/-B/-DR antigen mismatches, PTCy without ATG; ~50% received 100 mg/kg PTCy total, ~33% received 80 mg/kg total), ATG-free MUD (n=211, HLA-A/-B/-C/-DRB1 allele-matched unrelated PBSCT, CNI-based GVHD prophylaxis without ATG, predominantly TAC+MTX 85.3%), and ATG-administered MUD (n=99, allele-matched unrelated PBSCT, CNI-based GVHD prophylaxis with ATG, predominantly TAC+MTX 92.9%). PBSCT exclusively; ex vivo graft manipulation excluded. Distinct from cohort 1064 (JDCHCT_TRUMP2_UCBT_vs_PTCyHaplo, UCBT vs PTCy-haplo all-disease 2014-2020) and cohort 1070 (JSTCT_TRUMP_ALL_PTCyHaplo_UCB, ALL only 2013-2021) by disease (AML only) and donor strata (PTCy-haplo vs MUD; excludes UCB).",JSHCT,2013,2021,799,263,NA,Same registry source (JSTCT/TRUMP) as cohorts 1064 and 1070 but distinct disease/donor strata. Cohort overlap likely with Atsuta 2022 BMT (ref 21: comparable JSTCT haplo vs MUD BM) at the registry level but distinct PBSCT-only inclusion.
1104,UMCG_Groningen_older_myeloid_PTCy,"Single-center retrospective cohort of 92 consecutive patients aged 65 years and older diagnosed with myeloid malignancies (AML 71%, CMML 1-2 8%, atypical CML and MDS/MPN 9%, MDS no EB 3%, MDS-EB1 3%, MDS-EB2 7%) who underwent allogeneic SCT with PTCy-based GVHD prophylaxis at University Medical Center Groningen (UMCG), The Netherlands, between February 2018 and December 2022. All received PTCy 50 mg/kg D+3,+4 (matched donor) or D+3,+5 (mismatched donor per Bacigalupo) plus tacrolimus (matched 10/10) or tacrolimus + MMF (MMUD/haplo). Novel strategy of very short duration immune suppression: tacrolimus stopped at D+28 for matched donors if upfront/active disease/MRD+, or D+70 if MRD-; for mismatched donors MMF stopped D+30 and tacrolimus D+56 if upfront/active/MRD+, otherwise tacrolimus continued to D+70. Donor mix: SIB 8%, MUD 10/10 73%, MUD 9/10 7%, HAPLO 13%. PBSC 92%. Single-arm cohort with no PTCy vs comparator contrast.",single_center,2018,2022,92,264,NA,"No known overlap with existing cohorts. Author Hilberink/Hazenberg 2019 Leuk Res (355 AML patients aged 60+ at UMCG 2002-2017, ref [11]) is a different historical cohort at the same institution (Groningen, pre-PTCy era)."
1105,CIBMTR_TPLL_Murthy_2008_2018,"CIBMTR registry retrospective analysis of 266 adult patients (>=18 years) who underwent first allogeneic HCT for T cell prolymphocytic leukemia (T-PLL) between 2008 and 2018. 87 contributing centers worldwide. Eligible donors included HLA-identical sibling donors, 8/8 matched unrelated donors, 7/8 mismatched unrelated donors, haploidentical donors, and other related donors. Cord blood and ex vivo T cell-depleted graft recipients were excluded; in vivo TCD with ATG (n=47) or alemtuzumab (n=2) was permitted. Graft sources: PBSC (n=236, 89%) and bone marrow (n=30, 11%). Median age 59.1 yrs (range 25-76). 53% male. KPS >=90 in 58%. Disease status at HCT: CR 56%, PR 30%, no response/stable/PD 11%. Conditioning: MAC with TBI 17%, MAC without TBI 13%, RIC with TBI 28%, RIC without TBI 42%. GVHD prophylaxis: CNI+MMF+others (no PTCy) n=68, CNI+MTX+others (no PTCy/MMF) n=123, CNI+others (no MMF/MTX/PTCy) n=20, PTCy+others n=37, other prophylaxis n=18. NOTE: The PDF file was mislabeled as 'HIV' but its actual content is T cell prolymphocytic leukemia (T-PLL) - this is the Murthy 2022 TCT 28:187.e1-187.e10 T-PLL paper, not the Murthy HIV paper.",CIBMTR,2008,2018,266,270,NA,"First publication for this CIBMTR T-PLL cohort. Predecessor CIBMTR T-PLL analysis: Kalaycio 2010 BBMT (n=21 T-PLL within combined T-PLL+B-PLL cohort of n=47) - smaller, earlier era, distinct dataset."
